#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.31779e+00   1.00000e+00  -4.71054e-01 
  7.50000e-03   7.46308e-03   9.90173e-01  -1.30291e+00   9.96481e-01  -4.67322e-01 
  7.79201e-03   7.75216e-03   9.89792e-01  -1.30233e+00   9.96345e-01  -4.67178e-01 
  8.09538e-03   8.05238e-03   9.89397e-01  -1.30173e+00   9.96203e-01  -4.67028e-01 
  8.41057e-03   8.36416e-03   9.88987e-01  -1.30111e+00   9.96056e-01  -4.66872e-01 
  8.73803e-03   8.68794e-03   9.88561e-01  -1.30047e+00   9.95903e-01  -4.66710e-01 
  9.07824e-03   9.02419e-03   9.88119e-01  -1.29980e+00   9.95744e-01  -4.66542e-01 
  9.43170e-03   9.37336e-03   9.87659e-01  -1.29911e+00   9.95579e-01  -4.66367e-01 
  9.79891e-03   9.73596e-03   9.87182e-01  -1.29839e+00   9.95408e-01  -4.66186e-01 
  1.01804e-02   1.01125e-02   9.86687e-01  -1.29764e+00   9.95230e-01  -4.65998e-01 
  1.05768e-02   1.05035e-02   9.86173e-01  -1.29686e+00   9.95046e-01  -4.65802e-01 
  1.09886e-02   1.09095e-02   9.85639e-01  -1.29605e+00   9.94854e-01  -4.65599e-01 
  1.14164e-02   1.13310e-02   9.85085e-01  -1.29522e+00   9.94655e-01  -4.65388e-01 
  1.18609e-02   1.17688e-02   9.84509e-01  -1.29435e+00   9.94448e-01  -4.65170e-01 
  1.23227e-02   1.22233e-02   9.83912e-01  -1.29345e+00   9.94233e-01  -4.64942e-01 
  1.28025e-02   1.26952e-02   9.83291e-01  -1.29251e+00   9.94010e-01  -4.64706e-01 
  1.33009e-02   1.31852e-02   9.82647e-01  -1.29154e+00   9.93779e-01  -4.64461e-01 
  1.38188e-02   1.36939e-02   9.81979e-01  -1.29053e+00   9.93538e-01  -4.64207e-01 
  1.43568e-02   1.42220e-02   9.81285e-01  -1.28948e+00   9.93288e-01  -4.63943e-01 
  1.49158e-02   1.47703e-02   9.80564e-01  -1.28840e+00   9.93029e-01  -4.63669e-01 
  1.54965e-02   1.53395e-02   9.79816e-01  -1.28727e+00   9.92760e-01  -4.63384e-01 
  1.60999e-02   1.59305e-02   9.79040e-01  -1.28610e+00   9.92480e-01  -4.63089e-01 
