#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.28192e+00   1.00000e+00  -6.34054e-01 
  7.50000e-02   7.15303e-02   9.09222e-01  -1.14214e+00   9.48566e-01  -7.32962e-01 
  1.50000e-01   1.36628e-01   8.28223e-01  -1.02063e+00   8.90738e-01  -8.04619e-01 
  2.25000e-01   1.95977e-01   7.55741e-01  -9.14589e-01   8.28530e-01  -8.50043e-01 
  3.00000e-01   2.50175e-01   6.90706e-01  -8.21701e-01   7.63834e-01  -8.71423e-01 
  3.75000e-01   2.99746e-01   6.32205e-01  -7.40050e-01   6.98344e-01  -8.71727e-01 
  4.50000e-01   3.45149e-01   5.79458e-01  -6.68037e-01   6.33517e-01  -8.54346e-01 
  5.25000e-01   3.86791e-01   5.31793e-01  -6.04325e-01   5.70546e-01  -8.22799e-01 
  6.00000e-01   4.25031e-01   4.88630e-01  -5.47790e-01   5.10365e-01  -7.80505e-01 
  6.75000e-01   4.60186e-01   4.49469e-01  -4.97482e-01   4.53660e-01  -7.30624e-01 
  7.50000e-01   4.92540e-01   4.13872e-01  -4.52596e-01   4.00891e-01  -6.75948e-01 
  8.25000e-01   5.22346e-01   3.81461e-01  -4.12446e-01   3.52328e-01  -6.18857e-01 
  9.00000e-01   5.49830e-01   3.51902e-01  -3.76446e-01   3.08074e-01  -5.61301e-01 
  9.75000e-01   5.75195e-01   3.24903e-01  -3.44093e-01   2.68105e-01  -5.04817e-01 
  1.05000e+00   5.98623e-01   3.00207e-01  -3.14956e-01   2.32296e-01  -4.50562e-01 
  1.12500e+00   6.20278e-01   2.77588e-01  -2.88660e-01   2.00445e-01  -3.99359e-01 
  1.20000e+00   6.40309e-01   2.56845e-01  -2.64882e-01   1.72302e-01  -3.51747e-01 
  1.27500e+00   6.58848e-01   2.37800e-01  -2.43341e-01   1.47585e-01  -3.08032e-01 
  1.35000e+00   6.76017e-01   2.20294e-01  -2.23792e-01   1.25996e-01  -2.68331e-01 
  1.42500e+00   6.91927e-01   2.04187e-01  -2.06022e-01   1.07235e-01  -2.32620e-01 
  1.50000e+00   7.06677e-01   1.89351e-01  -1.89843e-01   9.10069e-02  -2.00770e-01 
  1.57500e+00   7.20358e-01   1.75675e-01  -1.75091e-01   7.70286e-02  -1.72574e-01 
  1.65000e+00   7.33055e-01   1.63056e-01  -1.61620e-01   6.50356e-02  -1.47783e-01 
  1.72500e+00   7.44841e-01   1.51403e-01  -1.49303e-01   5.47831e-02  -1.26115e-01 
  1.80000e+00   7.55787e-01   1.40634e-01  -1.38027e-01   4.60476e-02  -1.07280e-01 
  1.87500e+00   7.65956e-01   1.30675e-01  -1.27690e-01   3.86274e-02  -9.09898e-02 
  1.95000e+00   7.75407e-01   1.21459e-01  -1.18205e-01   3.23425e-02  -7.69625e-02 
  2.02500e+00   7.84192e-01   1.12925e-01  -1.09491e-01   2.70331e-02  -6.49335e-02 
  2.10000e+00   7.92361e-01   1.05018e-01  -1.01478e-01   2.25587e-02  -5.46566e-02 
  2.17500e+00   7.99960e-01   9.76879e-02  -9.41014e-02   1.87965e-02  -4.59066e-02 
  2.25000e+00   8.07028e-01   9.08886e-02  -8.73053e-02   1.56397e-02  -3.84800e-02 
  2.32500e+00   8.13605e-01   8.45789e-02  -8.10384e-02   1.29960e-02  -3.21948e-02 
  2.40000e+00   8.19726e-01   7.87207e-02  -7.52548e-02   1.07860e-02  -2.68896e-02 
  2.47500e+00   8.25424e-01   7.32796e-02  -6.99130e-02   8.94158e-03  -2.24227e-02 
  2.55000e+00   8.30728e-01   6.82237e-02  -6.49758e-02   7.40472e-03  -1.86699e-02 
  2.62500e+00   8.35666e-01   6.35240e-02  -6.04094e-02   6.12595e-03  -1.55237e-02 
  2.70000e+00   8.40264e-01   5.91538e-02  -5.61832e-02   5.06334e-03  -1.28911e-02 
  2.77500e+00   8.44547e-01   5.50887e-02  -5.22695e-02   4.18146e-03  -1.06921e-02 
  2.85000e+00   8.48535e-01   5.13062e-02  -4.86432e-02   3.45041e-03  -8.85836e-03 
  2.92500e+00   8.52249e-01   4.77856e-02  -4.52812e-02   2.84504e-03  -7.33153e-03 
  3.00000e+00   8.55709e-01   4.45079e-02  -4.21629e-02   2.34425e-03  -6.06203e-03 
  3.07500e+00   8.58931e-01   4.14555e-02  -3.92690e-02   1.93036e-03  -5.00787e-03 
  3.15000e+00   8.61932e-01   3.86124e-02  -3.65824e-02   1.58858e-03  -4.13357e-03 
  3.22500e+00   8.64728e-01   3.59634e-02  -3.40870e-02   1.30658e-03  -3.40927e-03 
  3.30000e+00   8.67331e-01   3.34949e-02  -3.17683e-02   1.07407e-03  -2.80985e-03 
  3.37500e+00   8.69756e-01   3.11941e-02  -2.96131e-02   8.82505e-04  -2.31427e-03 
  3.45000e+00   8.72014e-01   2.90492e-02  -2.76091e-02   7.24776e-04  -1.90491e-03 
  3.52500e+00   8.74117e-01   2.70492e-02  -2.57450e-02   5.94984e-04  -1.56704e-03 
  3.60000e+00   8.76075e-01   2.51842e-02  -2.40107e-02   4.88241e-04  -1.28840e-03 
  3.67500e+00   8.77898e-01   2.34446e-02  -2.23965e-02   4.00499e-04  -1.05878e-03 
  3.75000e+00   8.79595e-01   2.18219e-02  -2.08937e-02   3.28412e-04  -8.69669e-04 
  3.82500e+00   8.81174e-01   2.03080e-02  -1.94943e-02   2.69213e-04  -7.14025e-04 
  3.90000e+00   8.82643e-01   1.88954e-02  -1.81909e-02   2.20619e-04  -5.85998e-04 
  3.97500e+00   8.84011e-01   1.75771e-02  -1.69766e-02   1.80745e-04  -4.80745e-04 
  4.05000e+00   8.85282e-01   1.63468e-02  -1.58451e-02   1.48038e-04  -3.94259e-04 
  4.12500e+00   8.86465e-01   1.51984e-02  -1.47905e-02   1.21220e-04  -3.23225e-04 
  4.20000e+00   8.87564e-01   1.41264e-02  -1.38074e-02   9.92370e-05  -2.64909e-04 
  4.27500e+00   8.88585e-01   1.31257e-02  -1.28907e-02   8.12226e-05  -2.17053e-04 
  4.35000e+00   8.89534e-01   1.21913e-02  -1.20360e-02   6.64643e-05  -1.77796e-04 
  4.42500e+00   8.90416e-01   1.13188e-02  -1.12388e-02   5.43768e-05  -1.45603e-04 
  4.50000e+00   8.91234e-01   1.05041e-02  -1.04952e-02   4.44790e-05  -1.19212e-04 
  4.57500e+00   8.91993e-01   9.74330e-03  -9.80148e-03   3.63760e-05  -9.75843e-05 
  4.65000e+00   8.92696e-01   9.03274e-03  -9.15420e-03   2.97438e-05  -7.98645e-05 
  4.72500e+00   8.93349e-01   8.36908e-03  -8.55019e-03   2.43163e-05  -6.53505e-05 
  4.80000e+00   8.93953e-01   7.74920e-03  -7.98649e-03   1.98755e-05  -5.34651e-05 
  4.87500e+00   8.94512e-01   7.17017e-03  -7.46036e-03   1.62427e-05  -4.37345e-05 
  4.95000e+00   8.95029e-01   6.62927e-03  -6.96924e-03   1.32713e-05  -3.57697e-05 
  5.02500e+00   8.95507e-01   6.12397e-03  -6.51076e-03   1.08412e-05  -2.92515e-05 
  5.10000e+00   8.95949e-01   5.65190e-03  -6.08272e-03   8.85397e-06  -2.39181e-05 
  5.17500e+00   8.96356e-01   5.21085e-03  -5.68305e-03   7.22921e-06  -1.95550e-05 
  5.25000e+00   8.96731e-01   4.79878e-03  -5.30985e-03   5.90090e-06  -1.59860e-05 
  5.32500e+00   8.97076e-01   4.41376e-03  -4.96134e-03   4.81508e-06  -1.30671e-05 
  5.40000e+00   8.97394e-01   4.05400e-03  -4.63587e-03   3.92755e-06  -1.06803e-05 
  5.47500e+00   8.97685e-01   3.71784e-03  -4.33189e-03   3.20217e-06  -8.72865e-06 
  5.55000e+00   8.97952e-01   3.40372e-03  -4.04796e-03   2.60936e-06  -7.13312e-06 
  5.62500e+00   8.98196e-01   3.11018e-03  -3.78275e-03   2.12493e-06  -5.82882e-06 
  5.70000e+00   8.98419e-01   2.83587e-03  -3.53501e-03   1.72909e-06  -4.76271e-06 
  5.77500e+00   8.98622e-01   2.57952e-03  -3.30357e-03   1.40566e-06  -3.89136e-06 
  5.85000e+00   8.98806e-01   2.33995e-03  -3.08736e-03   1.14141e-06  -3.17926e-06 
  5.92500e+00   8.98973e-01   2.11606e-03  -2.88537e-03   9.25522e-07  -2.59734e-06 
  6.00000e+00   8.99124e-01   1.90682e-03  -2.69664e-03   7.49153e-07  -2.12184e-06 
  6.07500e+00   8.99260e-01   1.71125e-03  -2.52030e-03   6.05075e-07  -1.73331e-06 
  6.15000e+00   8.99381e-01   1.52848e-03  -2.35553e-03   4.87381e-07  -1.41588e-06 
  6.22500e+00   8.99489e-01   1.35765e-03  -2.20157e-03   3.91243e-07  -1.15654e-06 
  6.30000e+00   8.99585e-01   1.19799e-03  -2.05771e-03   3.12715e-07  -9.44674e-07 
  6.37500e+00   8.99669e-01   1.04876e-03  -1.92327e-03   2.48573e-07  -7.71599e-07 
  6.45000e+00   8.99743e-01   9.09282e-04  -1.79763e-03   1.96184e-07  -6.30218e-07 
