#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -4.77413e-01   1.00000e+00   1.98232e+01 
  3.55000e-03   3.54699e-03   9.98304e-01  -4.77999e-01   1.07027e+00   1.97635e+01 
  3.68822e-03   3.68497e-03   9.98238e-01  -4.78022e-01   1.07300e+00   1.97611e+01 
  3.83182e-03   3.82831e-03   9.98169e-01  -4.78045e-01   1.07584e+00   1.97587e+01 
  3.98100e-03   3.97722e-03   9.98098e-01  -4.78069e-01   1.07878e+00   1.97562e+01 
  4.13600e-03   4.13192e-03   9.98024e-01  -4.78095e-01   1.08184e+00   1.97536e+01 
  4.29703e-03   4.29262e-03   9.97947e-01  -4.78121e-01   1.08503e+00   1.97508e+01 
  4.46434e-03   4.45958e-03   9.97867e-01  -4.78148e-01   1.08833e+00   1.97480e+01 
  4.63815e-03   4.63301e-03   9.97784e-01  -4.78176e-01   1.09176e+00   1.97451e+01 
  4.81874e-03   4.81319e-03   9.97698e-01  -4.78206e-01   1.09533e+00   1.97420e+01 
  5.00635e-03   5.00036e-03   9.97608e-01  -4.78236e-01   1.09903e+00   1.97388e+01 
  5.20127e-03   5.19481e-03   9.97515e-01  -4.78268e-01   1.10288e+00   1.97355e+01 
  5.40378e-03   5.39680e-03   9.97418e-01  -4.78300e-01   1.10687e+00   1.97321e+01 
  5.61417e-03   5.60664e-03   9.97317e-01  -4.78334e-01   1.11103e+00   1.97285e+01 
  5.83275e-03   5.82463e-03   9.97213e-01  -4.78370e-01   1.11534e+00   1.97248e+01 
  6.05985e-03   6.05107e-03   9.97104e-01  -4.78406e-01   1.11982e+00   1.97210e+01 
  6.29578e-03   6.28631e-03   9.96991e-01  -4.78444e-01   1.12447e+00   1.97169e+01 
  6.54090e-03   6.53068e-03   9.96874e-01  -4.78484e-01   1.12930e+00   1.97128e+01 
  6.79557e-03   6.78454e-03   9.96752e-01  -4.78524e-01   1.13432e+00   1.97084e+01 
  7.06015e-03   7.04824e-03   9.96625e-01  -4.78567e-01   1.13953e+00   1.97039e+01 
  7.33503e-03   7.32218e-03   9.96494e-01  -4.78611e-01   1.14495e+00   1.96993e+01 
  7.62062e-03   7.60674e-03   9.96357e-01  -4.78657e-01   1.15058e+00   1.96944e+01 
  7.91732e-03   7.90234e-03   9.96215e-01  -4.78704e-01   1.15642e+00   1.96893e+01 
  8.22558e-03   8.20941e-03   9.96067e-01  -4.78753e-01   1.16249e+00   1.96841e+01 
  8.54583e-03   8.52838e-03   9.95914e-01  -4.78804e-01   1.16879e+00   1.96786e+01 
  8.87856e-03   8.85972e-03   9.95755e-01  -4.78857e-01   1.17534e+00   1.96729e+01 
  9.22424e-03   9.20391e-03   9.95589e-01  -4.78911e-01   1.18214e+00   1.96670e+01 
  9.58338e-03   9.56143e-03   9.95417e-01  -4.78968e-01   1.18920e+00   1.96609e+01 
  9.95650e-03   9.93281e-03   9.95239e-01  -4.79027e-01   1.19653e+00   1.96545e+01 
  1.03442e-02   1.03186e-02   9.95053e-01  -4.79088e-01   1.20415e+00   1.96478e+01 
  1.07469e-02   1.07193e-02   9.94860e-01  -4.79151e-01   1.21206e+00   1.96409e+01 
  1.11653e-02   1.11355e-02   9.94659e-01  -4.79217e-01   1.22028e+00   1.96338e+01 
  1.16000e-02   1.15679e-02   9.94451e-01  -4.79285e-01   1.22881e+00   1.96263e+01 
  1.20517e-02   1.20170e-02   9.94235e-01  -4.79355e-01   1.23767e+00   1.96185e+01 
  1.25209e-02   1.24834e-02   9.94010e-01  -4.79428e-01   1.24688e+00   1.96104e+01 
  1.30084e-02   1.29679e-02   9.93776e-01  -4.79504e-01   1.25644e+00   1.96020e+01 
  1.35149e-02   1.34712e-02   9.93533e-01  -4.79582e-01   1.26636e+00   1.95933e+01 
  1.40411e-02   1.39939e-02   9.93281e-01  -4.79663e-01   1.27667e+00   1.95842e+01 
  1.45877e-02   1.45368e-02   9.93018e-01  -4.79747e-01   1.28737e+00   1.95748e+01 
  1.51557e-02   1.51008e-02   9.92746e-01  -4.79834e-01   1.29849e+00   1.95649e+01 
  1.57458e-02   1.56865e-02   9.92463e-01  -4.79924e-01   1.31003e+00   1.95547e+01 
  1.63588e-02   1.62948e-02   9.92168e-01  -4.80017e-01   1.32201e+00   1.95441e+01 
  1.69957e-02   1.69267e-02   9.91863e-01  -4.80114e-01   1.33446e+00   1.95330e+01 
  1.76575e-02   1.75829e-02   9.91545e-01  -4.80213e-01   1.34738e+00   1.95215e+01 
  1.83449e-02   1.82644e-02   9.91215e-01  -4.80317e-01   1.36080e+00   1.95095e+01 
  1.90592e-02   1.89723e-02   9.90872e-01  -4.80424e-01   1.37473e+00   1.94971e+01 
  1.98012e-02   1.97074e-02   9.90515e-01  -4.80534e-01   1.38919e+00   1.94841e+01 
  2.05722e-02   2.04709e-02   9.90145e-01  -4.80648e-01   1.40421e+00   1.94706e+01 
  2.13732e-02   2.12638e-02   9.89760e-01  -4.80767e-01   1.41980e+00   1.94566e+01 
  2.22053e-02   2.20873e-02   9.89359e-01  -4.80889e-01   1.43598e+00   1.94420e+01 
  2.30699e-02   2.29425e-02   9.88944e-01  -4.81015e-01   1.45278e+00   1.94268e+01 
  2.39681e-02   2.38306e-02   9.88512e-01  -4.81145e-01   1.47022e+00   1.94110e+01 
