#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -2.50423e+00   1.00000e+00  -1.10185e+00 
  7.50000e-03   7.42979e-03   9.81305e-01  -2.48118e+00   9.91739e-01  -1.10097e+00 
  7.79201e-03   7.71623e-03   9.80581e-01  -2.48029e+00   9.91418e-01  -1.10094e+00 
  8.09538e-03   8.01360e-03   9.79828e-01  -2.47937e+00   9.91084e-01  -1.10091e+00 
  8.41057e-03   8.32231e-03   9.79047e-01  -2.47841e+00   9.90737e-01  -1.10087e+00 
  8.73803e-03   8.64277e-03   9.78236e-01  -2.47742e+00   9.90377e-01  -1.10084e+00 
  9.07824e-03   8.97543e-03   9.77393e-01  -2.47639e+00   9.90002e-01  -1.10080e+00 
  9.43170e-03   9.32074e-03   9.76518e-01  -2.47532e+00   9.89613e-01  -1.10076e+00 
  9.79891e-03   9.67917e-03   9.75609e-01  -2.47421e+00   9.89209e-01  -1.10072e+00 
  1.01804e-02   1.00512e-02   9.74665e-01  -2.47305e+00   9.88789e-01  -1.10068e+00 
  1.05768e-02   1.04373e-02   9.73685e-01  -2.47186e+00   9.88353e-01  -1.10064e+00 
  1.09886e-02   1.08381e-02   9.72668e-01  -2.47062e+00   9.87899e-01  -1.10059e+00 
  1.14164e-02   1.12540e-02   9.71611e-01  -2.46933e+00   9.87428e-01  -1.10055e+00 
  1.18609e-02   1.16856e-02   9.70514e-01  -2.46799e+00   9.86939e-01  -1.10050e+00 
  1.23227e-02   1.21335e-02   9.69374e-01  -2.46660e+00   9.86431e-01  -1.10045e+00 
  1.28025e-02   1.25983e-02   9.68191e-01  -2.46516e+00   9.85903e-01  -1.10040e+00 
  1.33009e-02   1.30806e-02   9.66963e-01  -2.46367e+00   9.85355e-01  -1.10035e+00 
  1.38188e-02   1.35811e-02   9.65687e-01  -2.46211e+00   9.84785e-01  -1.10029e+00 
  1.43568e-02   1.41003e-02   9.64363e-01  -2.46051e+00   9.84193e-01  -1.10024e+00 
  1.49158e-02   1.46389e-02   9.62988e-01  -2.45884e+00   9.83578e-01  -1.10018e+00 
  1.54965e-02   1.51978e-02   9.61561e-01  -2.45711e+00   9.82939e-01  -1.10012e+00 
  1.60999e-02   1.57775e-02   9.60079e-01  -2.45531e+00   9.82275e-01  -1.10006e+00 
  1.67267e-02   1.63788e-02   9.58540e-01  -2.45345e+00   9.81586e-01  -1.10000e+00 
  1.73780e-02   1.70025e-02   9.56943e-01  -2.45151e+00   9.80869e-01  -1.09993e+00 
  1.80546e-02   1.76494e-02   9.55285e-01  -2.44951e+00   9.80125e-01  -1.09987e+00 
  1.87575e-02   1.83203e-02   9.53564e-01  -2.44743e+00   9.79352e-01  -1.09980e+00 
  1.94878e-02   1.90161e-02   9.51777e-01  -2.44528e+00   9.78549e-01  -1.09973e+00 
  2.02466e-02   1.97375e-02   9.49923e-01  -2.44304e+00   9.77714e-01  -1.09966e+00 
  2.10349e-02   2.04856e-02   9.47998e-01  -2.44072e+00   9.76848e-01  -1.09958e+00 
  2.18538e-02   2.12612e-02   9.46000e-01  -2.43832e+00   9.75947e-01  -1.09951e+00 
  2.27047e-02   2.20652e-02   9.43926e-01  -2.43583e+00   9.75012e-01  -1.09943e+00 
  2.35887e-02   2.28987e-02   9.41774e-01  -2.43325e+00   9.74040e-01  -1.09935e+00 
  2.45071e-02   2.37626e-02   9.39541e-01  -2.43058e+00   9.73030e-01  -1.09927e+00 
  2.54613e-02   2.46580e-02   9.37223e-01  -2.42780e+00   9.71981e-01  -1.09918e+00 
  2.64526e-02   2.55858e-02   9.34818e-01  -2.42493e+00   9.70892e-01  -1.09910e+00 
  2.74825e-02   2.65473e-02   9.32322e-01  -2.42195e+00   9.69760e-01  -1.09901e+00 
  2.85525e-02   2.75436e-02   9.29732e-01  -2.41887e+00   9.68584e-01  -1.09892e+00 
  2.96642e-02   2.85756e-02   9.27045e-01  -2.41567e+00   9.67362e-01  -1.09883e+00 
  3.08191e-02   2.96447e-02   9.24257e-01  -2.41236e+00   9.66093e-01  -1.09873e+00 
  3.20191e-02   3.07520e-02   9.21364e-01  -2.40894e+00   9.64775e-01  -1.09864e+00 
  3.32657e-02   3.18987e-02   9.18363e-01  -2.40538e+00   9.63405e-01  -1.09854e+00 
  3.45609e-02   3.30862e-02   9.15250e-01  -2.40171e+00   9.61983e-01  -1.09844e+00 
  3.59065e-02   3.43156e-02   9.12021e-01  -2.39790e+00   9.60505e-01  -1.09834e+00 
  3.73045e-02   3.55882e-02   9.08671e-01  -2.39396e+00   9.58969e-01  -1.09824e+00 
  3.87569e-02   3.69055e-02   9.05197e-01  -2.38988e+00   9.57374e-01  -1.09814e+00 
  4.02659e-02   3.82687e-02   9.01594e-01  -2.38566e+00   9.55717e-01  -1.09804e+00 
  4.18336e-02   3.96792e-02   8.97858e-01  -2.38129e+00   9.53996e-01  -1.09794e+00 
