#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.28188e+00   1.00000e+00  -5.50424e-01 
  7.50000e-03   7.46409e-03   9.90442e-01  -1.26699e+00   9.95872e-01  -5.50408e-01 
  7.79201e-03   7.75325e-03   9.90072e-01  -1.26642e+00   9.95711e-01  -5.50407e-01 
  8.09538e-03   8.05356e-03   9.89688e-01  -1.26582e+00   9.95544e-01  -5.50406e-01 
  8.41057e-03   8.36543e-03   9.89289e-01  -1.26520e+00   9.95371e-01  -5.50404e-01 
  8.73803e-03   8.68932e-03   9.88875e-01  -1.26455e+00   9.95190e-01  -5.50403e-01 
  9.07824e-03   9.02567e-03   9.88445e-01  -1.26388e+00   9.95003e-01  -5.50401e-01 
  9.43170e-03   9.37496e-03   9.87998e-01  -1.26319e+00   9.94809e-01  -5.50399e-01 
  9.79891e-03   9.73768e-03   9.87534e-01  -1.26247e+00   9.94607e-01  -5.50397e-01 
  1.01804e-02   1.01143e-02   9.87053e-01  -1.26172e+00   9.94397e-01  -5.50395e-01 
  1.05768e-02   1.05055e-02   9.86553e-01  -1.26094e+00   9.94178e-01  -5.50393e-01 
  1.09886e-02   1.09116e-02   9.86034e-01  -1.26014e+00   9.93952e-01  -5.50391e-01 
  1.14164e-02   1.13334e-02   9.85495e-01  -1.25930e+00   9.93716e-01  -5.50388e-01 
  1.18609e-02   1.17713e-02   9.84935e-01  -1.25843e+00   9.93472e-01  -5.50385e-01 
  1.23227e-02   1.22260e-02   9.84354e-01  -1.25753e+00   9.93217e-01  -5.50382e-01 
  1.28025e-02   1.26981e-02   9.83751e-01  -1.25659e+00   9.92953e-01  -5.50379e-01 
  1.33009e-02   1.31883e-02   9.83125e-01  -1.25562e+00   9.92679e-01  -5.50375e-01 
  1.38188e-02   1.36973e-02   9.82475e-01  -1.25461e+00   9.92394e-01  -5.50371e-01 
  1.43568e-02   1.42257e-02   9.81800e-01  -1.25356e+00   9.92098e-01  -5.50367e-01 
  1.49158e-02   1.47743e-02   9.81100e-01  -1.25247e+00   9.91790e-01  -5.50363e-01 
  1.54965e-02   1.53439e-02   9.80373e-01  -1.25135e+00   9.91471e-01  -5.50358e-01 
  1.60999e-02   1.59351e-02   9.79618e-01  -1.25018e+00   9.91139e-01  -5.50353e-01 
  1.67267e-02   1.65490e-02   9.78835e-01  -1.24896e+00   9.90794e-01  -5.50347e-01 
  1.73780e-02   1.71862e-02   9.78022e-01  -1.24770e+00   9.90435e-01  -5.50341e-01 
  1.80546e-02   1.78476e-02   9.77178e-01  -1.24639e+00   9.90063e-01  -5.50335e-01 
  1.87575e-02   1.85342e-02   9.76303e-01  -1.24504e+00   9.89676e-01  -5.50328e-01 
  1.94878e-02   1.92469e-02   9.75394e-01  -1.24363e+00   9.89274e-01  -5.50320e-01 
  2.02466e-02   1.99866e-02   9.74451e-01  -1.24217e+00   9.88857e-01  -5.50312e-01 
  2.10349e-02   2.07543e-02   9.73472e-01  -1.24065e+00   9.88423e-01  -5.50303e-01 
  2.18538e-02   2.15512e-02   9.72457e-01  -1.23908e+00   9.87972e-01  -5.50293e-01 
  2.27047e-02   2.23782e-02   9.71403e-01  -1.23745e+00   9.87504e-01  -5.50283e-01 
  2.35887e-02   2.32364e-02   9.70310e-01  -1.23576e+00   9.87017e-01  -5.50272e-01 
  2.45071e-02   2.41270e-02   9.69176e-01  -1.23400e+00   9.86512e-01  -5.50260e-01 
  2.54613e-02   2.50512e-02   9.67999e-01  -1.23218e+00   9.85987e-01  -5.50247e-01 
  2.64526e-02   2.60102e-02   9.66779e-01  -1.23030e+00   9.85442e-01  -5.50233e-01 
  2.74825e-02   2.70052e-02   9.65513e-01  -1.22834e+00   9.84875e-01  -5.50218e-01 
  2.85525e-02   2.80376e-02   9.64200e-01  -1.22631e+00   9.84286e-01  -5.50202e-01 
  2.96642e-02   2.91088e-02   9.62837e-01  -1.22421e+00   9.83674e-01  -5.50185e-01 
  3.08191e-02   3.02200e-02   9.61425e-01  -1.22203e+00   9.83039e-01  -5.50166e-01 
  3.20191e-02   3.13727e-02   9.59960e-01  -1.21977e+00   9.82379e-01  -5.50145e-01 
  3.32657e-02   3.25685e-02   9.58441e-01  -1.21743e+00   9.81693e-01  -5.50123e-01 
  3.45609e-02   3.38088e-02   9.56865e-01  -1.21500e+00   9.80981e-01  -5.50100e-01 
  3.59065e-02   3.50953e-02   9.55232e-01  -1.21248e+00   9.80240e-01  -5.50074e-01 
  3.73045e-02   3.64295e-02   9.53539e-01  -1.20987e+00   9.79471e-01  -5.50047e-01 
  3.87569e-02   3.78132e-02   9.51784e-01  -1.20717e+00   9.78673e-01  -5.50017e-01 
  4.02659e-02   3.92480e-02   9.49964e-01  -1.20437e+00   9.77843e-01  -5.49985e-01 
