#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.28221e+00   1.00000e+00   2.19941e+00 
  7.50000e-03   7.46408e-03   9.90439e-01  -1.26732e+00   1.01607e+00   2.08595e+00 
  7.79201e-03   7.75324e-03   9.90069e-01  -1.26674e+00   1.01668e+00   2.08149e+00 
  8.09538e-03   8.05354e-03   9.89685e-01  -1.26615e+00   1.01731e+00   2.07686e+00 
  8.41057e-03   8.36542e-03   9.89286e-01  -1.26553e+00   1.01796e+00   2.07205e+00 
  8.73803e-03   8.68930e-03   9.88872e-01  -1.26488e+00   1.01864e+00   2.06704e+00 
  9.07824e-03   9.02565e-03   9.88442e-01  -1.26421e+00   1.01934e+00   2.06184e+00 
  9.43170e-03   9.37494e-03   9.87995e-01  -1.26352e+00   1.02007e+00   2.05643e+00 
  9.79891e-03   9.73767e-03   9.87531e-01  -1.26280e+00   1.02083e+00   2.05080e+00 
  1.01804e-02   1.01143e-02   9.87050e-01  -1.26205e+00   1.02161e+00   2.04496e+00 
  1.05768e-02   1.05055e-02   9.86549e-01  -1.26127e+00   1.02242e+00   2.03888e+00 
  1.09886e-02   1.09116e-02   9.86030e-01  -1.26046e+00   1.02326e+00   2.03256e+00 
  1.14164e-02   1.13334e-02   9.85491e-01  -1.25963e+00   1.02412e+00   2.02598e+00 
  1.18609e-02   1.17713e-02   9.84931e-01  -1.25876e+00   1.02502e+00   2.01915e+00 
  1.23227e-02   1.22260e-02   9.84350e-01  -1.25786e+00   1.02595e+00   2.01204e+00 
  1.28025e-02   1.26981e-02   9.83747e-01  -1.25692e+00   1.02692e+00   2.00465e+00 
  1.33009e-02   1.31883e-02   9.83121e-01  -1.25595e+00   1.02791e+00   1.99697e+00 
  1.38188e-02   1.36973e-02   9.82471e-01  -1.25494e+00   1.02895e+00   1.98898e+00 
  1.43568e-02   1.42257e-02   9.81796e-01  -1.25389e+00   1.03001e+00   1.98067e+00 
  1.49158e-02   1.47743e-02   9.81095e-01  -1.25280e+00   1.03112e+00   1.97203e+00 
  1.54965e-02   1.53438e-02   9.80368e-01  -1.25167e+00   1.03226e+00   1.96305e+00 
  1.60999e-02   1.59351e-02   9.79613e-01  -1.25050e+00   1.03344e+00   1.95370e+00 
  1.67267e-02   1.65489e-02   9.78830e-01  -1.24929e+00   1.03466e+00   1.94398e+00 
  1.73780e-02   1.71861e-02   9.78016e-01  -1.24803e+00   1.03593e+00   1.93387e+00 
  1.80546e-02   1.78475e-02   9.77172e-01  -1.24672e+00   1.03723e+00   1.92336e+00 
  1.87575e-02   1.85341e-02   9.76297e-01  -1.24536e+00   1.03858e+00   1.91243e+00 
  1.94878e-02   1.92468e-02   9.75388e-01  -1.24396e+00   1.03997e+00   1.90105e+00 
  2.02466e-02   1.99865e-02   9.74444e-01  -1.24249e+00   1.04141e+00   1.88922e+00 
  2.10349e-02   2.07543e-02   9.73465e-01  -1.24098e+00   1.04290e+00   1.87692e+00 
  2.18538e-02   2.15511e-02   9.72450e-01  -1.23941e+00   1.04443e+00   1.86412e+00 
  2.27047e-02   2.23781e-02   9.71396e-01  -1.23778e+00   1.04601e+00   1.85081e+00 
  2.35887e-02   2.32363e-02   9.70302e-01  -1.23608e+00   1.04764e+00   1.83696e+00 
  2.45071e-02   2.41269e-02   9.69168e-01  -1.23433e+00   1.04932e+00   1.82256e+00 
  2.54613e-02   2.50511e-02   9.67991e-01  -1.23251e+00   1.05105e+00   1.80757e+00 
  2.64526e-02   2.60101e-02   9.66770e-01  -1.23062e+00   1.05283e+00   1.79198e+00 
