#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -8.51531e-01   1.00000e+00   9.58977e+00 
  3.55000e-02   3.49688e-02   9.70222e-01  -8.26251e-01   1.33141e+00   9.08110e+00 
  7.10000e-02   6.88962e-02   9.41325e-01  -8.01899e-01   1.64476e+00   8.57260e+00 
  1.06500e-01   1.01813e-01   9.13277e-01  -7.78408e-01   1.94009e+00   8.06611e+00 
  1.42000e-01   1.33749e-01   8.86049e-01  -7.55718e-01   2.21750e+00   7.56335e+00 
  1.77500e-01   1.64732e-01   8.59612e-01  -7.33775e-01   2.47715e+00   7.06598e+00 
  2.13000e-01   1.94790e-01   8.33942e-01  -7.12530e-01   2.71926e+00   6.57551e+00 
  2.48500e-01   2.23950e-01   8.09015e-01  -6.91938e-01   2.94411e+00   6.09337e+00 
  2.84000e-01   2.52239e-01   7.84808e-01  -6.71961e-01   3.15201e+00   5.62084e+00 
  3.19500e-01   2.79680e-01   7.61299e-01  -6.52562e-01   3.34332e+00   5.15909e+00 
  3.55000e-01   3.06299e-01   7.38469e-01  -6.33710e-01   3.51844e+00   4.70917e+00 
  3.90500e-01   3.32119e-01   7.16299e-01  -6.15376e-01   3.67782e+00   4.27200e+00 
  4.26000e-01   3.57164e-01   6.94772e-01  -5.97537e-01   3.82191e+00   3.84838e+00 
  4.61500e-01   3.81455e-01   6.73869e-01  -5.80168e-01   3.95122e+00   3.43901e+00 
  4.97000e-01   4.05016e-01   6.53574e-01  -5.63251e-01   4.06626e+00   3.04443e+00 
  5.32500e-01   4.27866e-01   6.33873e-01  -5.46768e-01   4.16756e+00   2.66512e+00 
  5.68000e-01   4.50028e-01   6.14749e-01  -5.30702e-01   4.25567e+00   2.30142e+00 
  6.03500e-01   4.71520e-01   5.96188e-01  -5.15041e-01   4.33115e+00   1.95359e+00 
  6.39000e-01   4.92363e-01   5.78176e-01  -4.99771e-01   4.39456e+00   1.62178e+00 
  6.74500e-01   5.12577e-01   5.60700e-01  -4.84882e-01   4.44648e+00   1.30608e+00 
  7.10000e-01   5.32179e-01   5.43745e-01  -4.70365e-01   4.48748e+00   1.00647e+00 
  7.45500e-01   5.51189e-01   5.27300e-01  -4.56209e-01   4.51813e+00   7.22875e-01 
  7.81000e-01   5.69623e-01   5.11350e-01  -4.42408e-01   4.53900e+00   4.55146e-01 
  8.16500e-01   5.87500e-01   4.95885e-01  -4.28954e-01   4.55063e+00   2.03075e-01 
  8.52000e-01   6.04837e-01   4.80891e-01  -4.15841e-01   4.55360e+00  -3.35988e-02 
  8.87500e-01   6.21649e-01   4.66356e-01  -4.03063e-01   4.54843e+00  -2.55186e-01 
  9.23000e-01   6.37953e-01   4.52269e-01  -3.90616e-01   4.53565e+00  -4.62039e-01 
