#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.28188e+00   1.00000e+00   9.23704e-01 
  7.50000e-03   7.46409e-03   9.90442e-01  -1.26699e+00   1.00680e+00   8.89925e-01 
  7.79201e-03   7.75325e-03   9.90072e-01  -1.26642e+00   1.00706e+00   8.88609e-01 
  8.09538e-03   8.05356e-03   9.89688e-01  -1.26582e+00   1.00733e+00   8.87242e-01 
  8.41057e-03   8.36543e-03   9.89289e-01  -1.26520e+00   1.00761e+00   8.85821e-01 
  8.73803e-03   8.68932e-03   9.88875e-01  -1.26455e+00   1.00790e+00   8.84345e-01 
  9.07824e-03   9.02567e-03   9.88445e-01  -1.26388e+00   1.00820e+00   8.82811e-01 
  9.43170e-03   9.37496e-03   9.87998e-01  -1.26319e+00   1.00851e+00   8.81217e-01 
  9.79891e-03   9.73768e-03   9.87534e-01  -1.26247e+00   1.00884e+00   8.79562e-01 
  1.01804e-02   1.01143e-02   9.87053e-01  -1.26172e+00   1.00917e+00   8.77841e-01 
  1.05768e-02   1.05055e-02   9.86553e-01  -1.26094e+00   1.00952e+00   8.76054e-01 
  1.09886e-02   1.09116e-02   9.86034e-01  -1.26014e+00   1.00988e+00   8.74197e-01 
  1.14164e-02   1.13334e-02   9.85495e-01  -1.25930e+00   1.01025e+00   8.72268e-01 
  1.18609e-02   1.17713e-02   9.84935e-01  -1.25843e+00   1.01064e+00   8.70263e-01 
  1.23227e-02   1.22260e-02   9.84354e-01  -1.25753e+00   1.01104e+00   8.68180e-01 
  1.28025e-02   1.26981e-02   9.83751e-01  -1.25659e+00   1.01146e+00   8.66016e-01 
  1.33009e-02   1.31883e-02   9.83125e-01  -1.25562e+00   1.01189e+00   8.63768e-01 
  1.38188e-02   1.36973e-02   9.82475e-01  -1.25461e+00   1.01233e+00   8.61432e-01 
  1.43568e-02   1.42257e-02   9.81800e-01  -1.25356e+00   1.01280e+00   8.59005e-01 
  1.49158e-02   1.47743e-02   9.81100e-01  -1.25247e+00   1.01328e+00   8.56483e-01 
  1.54965e-02   1.53439e-02   9.80373e-01  -1.25135e+00   1.01377e+00   8.53863e-01 
  1.60999e-02   1.59351e-02   9.79618e-01  -1.25018e+00   1.01429e+00   8.51141e-01 
  1.67267e-02   1.65490e-02   9.78835e-01  -1.24896e+00   1.01482e+00   8.48312e-01 
  1.73780e-02   1.71862e-02   9.78022e-01  -1.24770e+00   1.01537e+00   8.45374e-01 
  1.80546e-02   1.78476e-02   9.77178e-01  -1.24639e+00   1.01594e+00   8.42321e-01 
  1.87575e-02   1.85342e-02   9.76303e-01  -1.24504e+00   1.01653e+00   8.39149e-01 
  1.94878e-02   1.92469e-02   9.75394e-01  -1.24363e+00   1.01715e+00   8.35853e-01 
  2.02466e-02   1.99866e-02   9.74451e-01  -1.24217e+00   1.01778e+00   8.32429e-01 
  2.10349e-02   2.07543e-02   9.73472e-01  -1.24065e+00   1.01843e+00   8.28871e-01 
  2.18538e-02   2.15512e-02   9.72457e-01  -1.23908e+00   1.01911e+00   8.25175e-01 
  2.27047e-02   2.23782e-02   9.71403e-01  -1.23745e+00   1.01981e+00   8.21335e-01 
  2.35887e-02   2.32364e-02   9.70310e-01  -1.23576e+00   1.02054e+00   8.17346e-01 
  2.45071e-02   2.41270e-02   9.69176e-01  -1.23400e+00   1.02128e+00   8.13201e-01 
  2.54613e-02   2.50512e-02   9.67999e-01  -1.23218e+00   1.02206e+00   8.08895e-01 
  2.64526e-02   2.60102e-02   9.66779e-01  -1.23030e+00   1.02286e+00   8.04421e-01 
  2.74825e-02   2.70052e-02   9.65513e-01  -1.22834e+00   1.02368e+00   7.99774e-01 
  2.85525e-02   2.80376e-02   9.64200e-01  -1.22631e+00   1.02454e+00   7.94945e-01 
  2.96642e-02   2.91088e-02   9.62837e-01  -1.22421e+00   1.02542e+00   7.89929e-01 
  3.08191e-02   3.02200e-02   9.61425e-01  -1.22203e+00   1.02633e+00   7.84719e-01 
  3.20191e-02   3.13727e-02   9.59960e-01  -1.21977e+00   1.02727e+00   7.79305e-01 
  3.32657e-02   3.25685e-02   9.58441e-01  -1.21743e+00   1.02823e+00   7.73682e-01 
  3.45609e-02   3.38088e-02   9.56865e-01  -1.21500e+00   1.02923e+00   7.67841e-01 
  3.59065e-02   3.50953e-02   9.55232e-01  -1.21248e+00   1.03026e+00   7.61773e-01 
  3.73045e-02   3.64295e-02   9.53539e-01  -1.20987e+00   1.03132e+00   7.55471e-01 
  3.87569e-02   3.78132e-02   9.51784e-01  -1.20717e+00   1.03241e+00   7.48924e-01 
  4.02659e-02   3.92480e-02   9.49964e-01  -1.20437e+00   1.03354e+00   7.42124e-01 
  4.18336e-02   4.07359e-02   9.48078e-01  -1.20148e+00   1.03470e+00   7.35062e-01 
  4.34624e-02   4.22785e-02   9.46124e-01  -1.19847e+00   1.03589e+00   7.27727e-01 
  4.51545e-02   4.38777e-02   9.44099e-01  -1.19536e+00   1.03711e+00   7.20109e-01 
  4.69126e-02   4.55357e-02   9.42000e-01  -1.19214e+00   1.03837e+00   7.12198e-01 
  4.87391e-02   4.72543e-02   9.39825e-01  -1.18881e+00   1.03967e+00   7.03982e-01 
  5.06367e-02   4.90356e-02   9.37573e-01  -1.18535e+00   1.04099e+00   6.95452e-01 
  5.26083e-02   5.08817e-02   9.35239e-01  -1.18178e+00   1.04236e+00   6.86594e-01 
