#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -9.64328e-02   1.00000e+00   4.85540e+01 
  3.55000e-03   3.54938e-03   9.99648e-01  -1.01757e-01   1.17222e+00   4.84692e+01 
  3.68822e-03   3.68755e-03   9.99634e-01  -1.01963e-01   1.17892e+00   4.84658e+01 
  3.83182e-03   3.83109e-03   9.99619e-01  -1.02178e-01   1.18587e+00   4.84624e+01 
  3.98100e-03   3.98022e-03   9.99604e-01  -1.02401e-01   1.19310e+00   4.84587e+01 
  4.13600e-03   4.13516e-03   9.99588e-01  -1.02632e-01   1.20062e+00   4.84550e+01 
  4.29703e-03   4.29612e-03   9.99572e-01  -1.02872e-01   1.20842e+00   4.84511e+01 
  4.46434e-03   4.46335e-03   9.99555e-01  -1.03122e-01   1.21652e+00   4.84471e+01 
  4.63815e-03   4.63709e-03   9.99537e-01  -1.03381e-01   1.22494e+00   4.84428e+01 
  4.81874e-03   4.81759e-03   9.99518e-01  -1.03650e-01   1.23369e+00   4.84385e+01 
  5.00635e-03   5.00511e-03   9.99498e-01  -1.03929e-01   1.24278e+00   4.84339e+01 
  5.20127e-03   5.19993e-03   9.99478e-01  -1.04220e-01   1.25222e+00   4.84292e+01 
  5.40378e-03   5.40233e-03   9.99457e-01  -1.04521e-01   1.26203e+00   4.84242e+01 
  5.61417e-03   5.61260e-03   9.99435e-01  -1.04834e-01   1.27221e+00   4.84191e+01 
  5.83275e-03   5.83106e-03   9.99412e-01  -1.05159e-01   1.28280e+00   4.84138e+01 
  6.05985e-03   6.05802e-03   9.99388e-01  -1.05497e-01   1.29379e+00   4.84082e+01 
  6.29578e-03   6.29381e-03   9.99363e-01  -1.05847e-01   1.30521e+00   4.84025e+01 
  6.54090e-03   6.53877e-03   9.99337e-01  -1.06211e-01   1.31707e+00   4.83965e+01 
  6.79557e-03   6.79326e-03   9.99310e-01  -1.06589e-01   1.32940e+00   4.83902e+01 
  7.06015e-03   7.05766e-03   9.99282e-01  -1.06982e-01   1.34220e+00   4.83838e+01 
  7.33503e-03   7.33234e-03   9.99252e-01  -1.07389e-01   1.35550e+00   4.83770e+01 
  7.62062e-03   7.61771e-03   9.99222e-01  -1.07812e-01   1.36931e+00   4.83700e+01 
  7.91732e-03   7.91417e-03   9.99190e-01  -1.08252e-01   1.38367e+00   4.83627e+01 
  8.22558e-03   8.22218e-03   9.99156e-01  -1.08708e-01   1.39857e+00   4.83551e+01 
  8.54583e-03   8.54216e-03   9.99121e-01  -1.09181e-01   1.41406e+00   4.83472e+01 
  8.87856e-03   8.87458e-03   9.99085e-01  -1.09673e-01   1.43014e+00   4.83389e+01 
  9.22424e-03   9.21994e-03   9.99047e-01  -1.10183e-01   1.44685e+00   4.83304e+01 
  9.58338e-03   9.57873e-03   9.99007e-01  -1.10713e-01   1.46421e+00   4.83215e+01 
