#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.31779e+00   1.00000e+00  -1.97769e+00 
  7.50000e-03   7.46308e-03   9.90173e-01  -1.30291e+00   9.85168e-01  -1.97725e+00 
  7.79201e-03   7.75216e-03   9.89792e-01  -1.30233e+00   9.84591e-01  -1.97721e+00 
  8.09538e-03   8.05238e-03   9.89397e-01  -1.30173e+00   9.83991e-01  -1.97717e+00 
  8.41057e-03   8.36416e-03   9.88987e-01  -1.30111e+00   9.83368e-01  -1.97713e+00 
  8.73803e-03   8.68794e-03   9.88561e-01  -1.30047e+00   9.82721e-01  -1.97709e+00 
  9.07824e-03   9.02419e-03   9.88119e-01  -1.29980e+00   9.82048e-01  -1.97704e+00 
  9.43170e-03   9.37336e-03   9.87659e-01  -1.29911e+00   9.81349e-01  -1.97699e+00 
  9.79891e-03   9.73596e-03   9.87182e-01  -1.29839e+00   9.80623e-01  -1.97693e+00 
  1.01804e-02   1.01125e-02   9.86687e-01  -1.29764e+00   9.79869e-01  -1.97688e+00 
  1.05768e-02   1.05035e-02   9.86173e-01  -1.29686e+00   9.79085e-01  -1.97681e+00 
  1.09886e-02   1.09095e-02   9.85639e-01  -1.29605e+00   9.78271e-01  -1.97674e+00 
  1.14164e-02   1.13310e-02   9.85085e-01  -1.29522e+00   9.77426e-01  -1.97667e+00 
  1.18609e-02   1.17688e-02   9.84509e-01  -1.29435e+00   9.76547e-01  -1.97658e+00 
  1.23227e-02   1.22233e-02   9.83912e-01  -1.29345e+00   9.75634e-01  -1.97650e+00 
  1.28025e-02   1.26952e-02   9.83291e-01  -1.29251e+00   9.74686e-01  -1.97640e+00 
  1.33009e-02   1.31852e-02   9.82647e-01  -1.29154e+00   9.73701e-01  -1.97630e+00 
  1.38188e-02   1.36939e-02   9.81979e-01  -1.29053e+00   9.72678e-01  -1.97619e+00 
  1.43568e-02   1.42220e-02   9.81285e-01  -1.28948e+00   9.71614e-01  -1.97607e+00 
  1.49158e-02   1.47703e-02   9.80564e-01  -1.28840e+00   9.70510e-01  -1.97594e+00 
  1.54965e-02   1.53395e-02   9.79816e-01  -1.28727e+00   9.69362e-01  -1.97581e+00 
  1.60999e-02   1.59305e-02   9.79040e-01  -1.28610e+00   9.68170e-01  -1.97566e+00 
  1.67267e-02   1.65439e-02   9.78234e-01  -1.28489e+00   9.66932e-01  -1.97550e+00 
  1.73780e-02   1.71807e-02   9.77398e-01  -1.28363e+00   9.65645e-01  -1.97532e+00 
  1.80546e-02   1.78417e-02   9.76530e-01  -1.28232e+00   9.64309e-01  -1.97513e+00 
  1.87575e-02   1.85279e-02   9.75629e-01  -1.28097e+00   9.62921e-01  -1.97493e+00 
  1.94878e-02   1.92400e-02   9.74694e-01  -1.27956e+00   9.61478e-01  -1.97471e+00 
  2.02466e-02   1.99792e-02   9.73724e-01  -1.27810e+00   9.59980e-01  -1.97448e+00 
  2.10349e-02   2.07464e-02   9.72717e-01  -1.27659e+00   9.58424e-01  -1.97423e+00 
  2.18538e-02   2.15426e-02   9.71672e-01  -1.27502e+00   9.56807e-01  -1.97395e+00 
  2.27047e-02   2.23689e-02   9.70588e-01  -1.27339e+00   9.55128e-01  -1.97366e+00 
  2.35887e-02   2.32264e-02   9.69463e-01  -1.27170e+00   9.53383e-01  -1.97334e+00 
  2.45071e-02   2.41162e-02   9.68296e-01  -1.26995e+00   9.51571e-01  -1.97300e+00 
  2.54613e-02   2.50396e-02   9.67085e-01  -1.26813e+00   9.49689e-01  -1.97263e+00 
  2.64526e-02   2.59976e-02   9.65829e-01  -1.26624e+00   9.47733e-01  -1.97223e+00 
  2.74825e-02   2.69917e-02   9.64526e-01  -1.26429e+00   9.45702e-01  -1.97180e+00 
  2.85525e-02   2.80230e-02   9.63174e-01  -1.26227e+00   9.43593e-01  -1.97133e+00 
  2.96642e-02   2.90930e-02   9.61772e-01  -1.26017e+00   9.41401e-01  -1.97083e+00 
  3.08191e-02   3.02029e-02   9.60318e-01  -1.25799e+00   9.39126e-01  -1.97029e+00 
  3.20191e-02   3.13543e-02   9.58809e-01  -1.25573e+00   9.36762e-01  -1.96971e+00 
  3.32657e-02   3.25486e-02   9.57245e-01  -1.25340e+00   9.34307e-01  -1.96908e+00 
  3.45609e-02   3.37874e-02   9.55624e-01  -1.25097e+00   9.31757e-01  -1.96841e+00 
  3.59065e-02   3.50722e-02   9.53942e-01  -1.24846e+00   9.29109e-01  -1.96768e+00 
  3.73045e-02   3.64045e-02   9.52198e-01  -1.24586e+00   9.26358e-01  -1.96689e+00 
  3.87569e-02   3.77862e-02   9.50391e-01  -1.24316e+00   9.23502e-01  -1.96604e+00 
  4.02659e-02   3.92189e-02   9.48517e-01  -1.24037e+00   9.20536e-01  -1.96513e+00 
