#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.28189e+00   1.00000e+00  -5.50454e-01 
  7.50000e-02   7.15304e-02   9.09224e-01  -1.14210e+00   9.58754e-01  -5.48956e-01 
  1.50000e-01   1.36628e-01   8.28228e-01  -1.02060e+00   9.17726e-01  -5.44667e-01 
  2.25000e-01   1.95977e-01   7.55749e-01  -9.14554e-01   8.77116e-01  -5.37898e-01 
  3.00000e-01   2.50176e-01   6.90716e-01  -8.21665e-01   8.37096e-01  -5.28957e-01 
  3.75000e-01   2.99748e-01   6.32218e-01  -7.40012e-01   7.97819e-01  -5.18146e-01 
  4.50000e-01   3.45153e-01   5.79474e-01  -6.67997e-01   7.59414e-01  -5.05753e-01 
  5.25000e-01   3.86796e-01   5.31811e-01  -6.04283e-01   7.21989e-01  -4.92049e-01 
  6.00000e-01   4.25037e-01   4.88652e-01  -5.47746e-01   6.85633e-01  -4.77285e-01 
  6.75000e-01   4.60194e-01   4.49494e-01  -4.97437e-01   6.50416e-01  -4.61693e-01 
  7.50000e-01   4.92550e-01   4.13901e-01  -4.52548e-01   6.16394e-01  -4.45481e-01 
  8.25000e-01   5.22359e-01   3.81493e-01  -4.12396e-01   5.83605e-01  -4.28839e-01 
  9.00000e-01   5.49845e-01   3.51938e-01  -3.76394e-01   5.52075e-01  -4.11933e-01 
  9.75000e-01   5.75213e-01   3.24943e-01  -3.44039e-01   5.21818e-01  -3.94910e-01 
  1.05000e+00   5.98644e-01   3.00252e-01  -3.14900e-01   4.92838e-01  -3.77899e-01 
  1.12500e+00   6.20303e-01   2.77637e-01  -2.88601e-01   4.65130e-01  -3.61010e-01 
  1.20000e+00   6.40337e-01   2.56899e-01  -2.64822e-01   4.38681e-01  -3.44337e-01 
  1.27500e+00   6.58880e-01   2.37858e-01  -2.43279e-01   4.13472e-01  -3.27960e-01 
  1.35000e+00   6.76054e-01   2.20357e-01  -2.23729e-01   3.89478e-01  -3.11944e-01 
  1.42500e+00   6.91969e-01   2.04254e-01  -2.05957e-01   3.66670e-01  -2.96342e-01 
  1.50000e+00   7.06724e-01   1.89424e-01  -1.89777e-01   3.45015e-01  -2.81198e-01 
  1.57500e+00   7.20411e-01   1.75752e-01  -1.75023e-01   3.24478e-01  -2.66542e-01 
  1.65000e+00   7.33113e-01   1.63138e-01  -1.61552e-01   3.05021e-01  -2.52401e-01 
  1.72500e+00   7.44906e-01   1.51490e-01  -1.49234e-01   2.86605e-01  -2.38791e-01 
  1.80000e+00   7.55859e-01   1.40727e-01  -1.37957e-01   2.69189e-01  -2.25722e-01 
  1.87500e+00   7.66035e-01   1.30773e-01  -1.27620e-01   2.52733e-01  -2.13200e-01 
  1.95000e+00   7.75494e-01   1.21563e-01  -1.18134e-01   2.37195e-01  -2.01224e-01 
  2.02500e+00   7.84287e-01   1.13034e-01  -1.09420e-01   2.22536e-01  -1.89791e-01 
  2.10000e+00   7.92464e-01   1.05132e-01  -1.01406e-01   2.08713e-01  -1.78893e-01 
  2.17500e+00   8.00071e-01   9.78072e-02  -9.40298e-02   1.95688e-01  -1.68522e-01 
  2.25000e+00   8.07149e-01   9.10133e-02  -8.72337e-02   1.83422e-01  -1.58665e-01 
  2.32500e+00   8.13735e-01   8.47090e-02  -8.09670e-02   1.71876e-01  -1.49307e-01 
  2.40000e+00   8.19866e-01   7.88562e-02  -7.51837e-02   1.61014e-01  -1.40435e-01 
  2.47500e+00   8.25574e-01   7.34204e-02  -6.98424e-02   1.50799e-01  -1.32031e-01 
  2.55000e+00   8.30889e-01   6.83697e-02  -6.49057e-02   1.41198e-01  -1.24079e-01 
  2.62500e+00   8.35839e-01   6.36752e-02  -6.03399e-02   1.32177e-01  -1.16561e-01 
  2.70000e+00   8.40448e-01   5.93102e-02  -5.61145e-02   1.23703e-01  -1.09459e-01 
  2.77500e+00   8.44743e-01   5.52503e-02  -5.22016e-02   1.15748e-01  -1.02756e-01 
  2.85000e+00   8.48743e-01   5.14728e-02  -4.85762e-02   1.08281e-01  -9.64328e-02 
  2.92500e+00   8.52470e-01   4.79572e-02  -4.52152e-02   1.01274e-01  -9.04728e-02 
  3.00000e+00   8.55943e-01   4.46844e-02  -4.20979e-02   9.47010e-02  -8.48583e-02 
  3.07500e+00   8.59178e-01   4.16369e-02  -3.92051e-02   8.85368e-02  -7.95721e-02 
  3.15000e+00   8.62194e-01   3.87985e-02  -3.65196e-02   8.27574e-02  -7.45978e-02 
  3.22500e+00   8.65003e-01   3.61542e-02  -3.40254e-02   7.73398e-02  -6.99192e-02 
  3.30000e+00   8.67621e-01   3.36903e-02  -3.17080e-02   7.22625e-02  -6.55206e-02 
  3.37500e+00   8.70061e-01   3.13939e-02  -2.95541e-02   6.75051e-02  -6.13872e-02 
  3.45000e+00   8.72334e-01   2.92534e-02  -2.75514e-02   6.30481e-02  -5.75043e-02 
  3.52500e+00   8.74452e-01   2.72577e-02  -2.56887e-02   5.88735e-02  -5.38582e-02 
  3.60000e+00   8.76426e-01   2.53968e-02  -2.39556e-02   5.49638e-02  -5.04355e-02 
  3.67500e+00   8.78265e-01   2.36614e-02  -2.23428e-02   5.13029e-02  -4.72236e-02 
  3.75000e+00   8.79978e-01   2.20426e-02  -2.08415e-02   4.78753e-02  -4.42104e-02 
  3.82500e+00   8.81574e-01   2.05326e-02  -1.94435e-02   4.46667e-02  -4.13843e-02 
  3.90000e+00   8.83061e-01   1.91237e-02  -1.81415e-02   4.16633e-02  -3.87343e-02 
  3.97500e+00   8.84445e-01   1.78091e-02  -1.69286e-02   3.88524e-02  -3.62502e-02 
  4.05000e+00   8.85734e-01   1.65823e-02  -1.57984e-02   3.62219e-02  -3.39219e-02 
  4.12500e+00   8.86935e-01   1.54374e-02  -1.47452e-02   3.37604e-02  -3.17403e-02 
  4.20000e+00   8.88052e-01   1.43688e-02  -1.37635e-02   3.14574e-02  -2.96963e-02 
  4.27500e+00   8.89092e-01   1.33712e-02  -1.28483e-02   2.93027e-02  -2.77818e-02 
  4.35000e+00   8.90059e-01   1.24400e-02  -1.19949e-02   2.72871e-02  -2.59887e-02 
  4.42500e+00   8.90959e-01   1.15706e-02  -1.11990e-02   2.54016e-02  -2.43096e-02 
  4.50000e+00   8.91796e-01   1.07588e-02  -1.04568e-02   2.36379e-02  -2.27376e-02 
  4.57500e+00   8.92574e-01   1.00008e-02  -9.76433e-03   2.19884e-02  -2.12659e-02 
  4.65000e+00   8.93298e-01   9.29299e-03  -9.11834e-03   2.04457e-02  -1.98884e-02 
  4.72500e+00   8.93969e-01   8.63198e-03  -8.51559e-03   1.90030e-02  -1.85991e-02 
  4.80000e+00   8.94593e-01   8.01464e-03  -7.95313e-03   1.76538e-02  -1.73925e-02 
  4.87500e+00   8.95173e-01   7.43807e-03  -7.42822e-03   1.63921e-02  -1.62635e-02 
  4.95000e+00   8.95710e-01   6.89954e-03  -6.93829e-03   1.52124e-02  -1.52071e-02 
  5.02500e+00   8.96208e-01   6.39651e-03  -6.48097e-03   1.41094e-02  -1.42188e-02 
  5.10000e+00   8.96670e-01   5.92663e-03  -6.05406e-03   1.30780e-02  -1.32943e-02 
  5.17500e+00   8.97098e-01   5.48769e-03  -5.65550e-03   1.21137e-02  -1.24294e-02 
  5.25000e+00   8.97494e-01   5.07764e-03  -5.28338e-03   1.12122e-02  -1.16205e-02 
  5.32500e+00   8.97861e-01   4.69457e-03  -4.93592e-03   1.03694e-02  -1.08639e-02 
  5.40000e+00   8.98199e-01   4.33668e-03  -4.61147e-03   9.58139e-03  -1.01563e-02 
  5.47500e+00   8.98512e-01   4.00231e-03  -4.30848e-03   8.84476e-03  -9.49453e-03 
  5.55000e+00   8.98800e-01   3.68991e-03  -4.02552e-03   8.15614e-03  -8.87570e-03 
  5.62500e+00   8.99066e-01   3.39802e-03  -3.76124e-03   7.51240e-03  -8.29702e-03 
  5.70000e+00   8.99310e-01   3.12529e-03  -3.51441e-03   6.91065e-03  -7.75593e-03 
  5.77500e+00   8.99535e-01   2.87045e-03  -3.28386e-03   6.34814e-03  -7.24999e-03 
  5.85000e+00   8.99741e-01   2.63233e-03  -3.06850e-03   5.82232e-03  -6.77695e-03 
  5.92500e+00   8.99930e-01   2.40982e-03  -2.86733e-03   5.33082e-03  -6.33468e-03 
  6.00000e+00   9.00103e-01   2.20190e-03  -2.67940e-03   4.87140e-03  -5.92120e-03 
  6.07500e+00   9.00261e-01   2.00760e-03  -2.50383e-03   4.44197e-03  -5.53463e-03 
  6.15000e+00   9.00404e-01   1.82604e-03  -2.33981e-03   4.04058e-03  -5.17324e-03 
  6.22500e+00   9.00535e-01   1.65636e-03  -2.18657e-03   3.66540e-03  -4.83540e-03 
  6.30000e+00   9.00653e-01   1.49780e-03  -2.04339e-03   3.31472e-03  -4.51958e-03 
  6.37500e+00   9.00760e-01   1.34962e-03  -1.90962e-03   2.98694e-03  -4.22436e-03 
  6.45000e+00   9.00856e-01   1.21114e-03  -1.78463e-03   2.68058e-03  -3.94838e-03 
  6.52500e+00   9.00942e-01   1.08172e-03  -1.66784e-03   2.39424e-03  -3.69041e-03 
  6.60000e+00   9.01018e-01   9.60769e-04  -1.55871e-03   2.12660e-03  -3.44928e-03 
  6.67500e+00   9.01086e-01   8.47733e-04  -1.45674e-03   1.87645e-03  -3.22388e-03 
  6.75000e+00   9.01146e-01   7.42091e-04  -1.36145e-03   1.64265e-03  -3.01320e-03 
  6.82500e+00   9.01198e-01   6.43360e-04  -1.27240e-03   1.42413e-03  -2.81627e-03 
  6.90000e+00   9.01242e-01   5.51085e-04  -1.18919e-03   1.21989e-03  -2.63221e-03 
  6.97500e+00   9.01280e-01   4.64845e-04  -1.11142e-03   1.02900e-03  -2.46016e-03 
  7.05000e+00   9.01312e-01   3.84244e-04  -1.03875e-03   8.50582e-04  -2.29936e-03 
  7.12500e+00   9.01338e-01   3.08914e-04  -9.70836e-04   6.83830e-04  -2.14906e-03 
  7.20000e+00   9.01359e-01   2.38508e-04  -9.07365e-04   5.27977e-04  -2.00858e-03 
  7.27500e+00   9.01374e-01   1.72705e-04  -8.48046e-04   3.82312e-04  -1.87729e-03 
  7.35000e+00   9.01385e-01   1.11204e-04  -7.92607e-04   2.46169e-04  -1.75457e-03 
  7.42500e+00   9.01391e-01   5.37234e-05  -7.40794e-04   1.18926e-04  -1.63988e-03 
  7.50000e+00   9.01393e-01   2.72521e-10  -6.92368e-04   7.36451e-10  -1.53268e-03 
