#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -7.13292e+00   1.00000e+00  -1.05183e+01 
  7.50000e-03   7.30505e-03   9.48752e-01  -6.54129e+00   9.21321e-01  -1.04640e+01 
  7.79201e-03   7.58181e-03   9.46845e-01  -6.51924e+00   9.18265e-01  -1.04620e+01 
  8.09538e-03   7.86876e-03   9.44871e-01  -6.49640e+00   9.15092e-01  -1.04599e+01 
  8.41057e-03   8.16625e-03   9.42827e-01  -6.47276e+00   9.11795e-01  -1.04578e+01 
  8.73803e-03   8.47464e-03   9.40711e-01  -6.44828e+00   9.08371e-01  -1.04556e+01 
  9.07824e-03   8.79431e-03   9.38522e-01  -6.42296e+00   9.04814e-01  -1.04533e+01 
  9.43170e-03   9.12563e-03   9.36256e-01  -6.39675e+00   9.01120e-01  -1.04510e+01 
  9.79891e-03   9.46901e-03   9.33912e-01  -6.36963e+00   8.97283e-01  -1.04486e+01 
  1.01804e-02   9.82485e-03   9.31488e-01  -6.34158e+00   8.93297e-01  -1.04461e+01 
  1.05768e-02   1.01936e-02   9.28980e-01  -6.31257e+00   8.89157e-01  -1.04435e+01 
  1.09886e-02   1.05756e-02   9.26386e-01  -6.28257e+00   8.84857e-01  -1.04409e+01 
  1.14164e-02   1.09713e-02   9.23705e-01  -6.25156e+00   8.80390e-01  -1.04381e+01 
  1.18609e-02   1.13813e-02   9.20933e-01  -6.21951e+00   8.75751e-01  -1.04353e+01 
  1.23227e-02   1.18059e-02   9.18069e-01  -6.18639e+00   8.70933e-01  -1.04324e+01 
  1.28025e-02   1.22457e-02   9.15109e-01  -6.15217e+00   8.65928e-01  -1.04294e+01 
  1.33009e-02   1.27011e-02   9.12051e-01  -6.11683e+00   8.60731e-01  -1.04263e+01 
  1.38188e-02   1.31726e-02   9.08893e-01  -6.08033e+00   8.55332e-01  -1.04231e+01 
  1.43568e-02   1.36607e-02   9.05632e-01  -6.04266e+00   8.49725e-01  -1.04198e+01 
  1.49158e-02   1.41660e-02   9.02265e-01  -6.00378e+00   8.43902e-01  -1.04164e+01 
  1.54965e-02   1.46889e-02   8.98790e-01  -5.96367e+00   8.37853e-01  -1.04129e+01 
  1.60999e-02   1.52301e-02   8.95204e-01  -5.92231e+00   8.31572e-01  -1.04094e+01 
  1.67267e-02   1.57901e-02   8.91506e-01  -5.87966e+00   8.25048e-01  -1.04057e+01 
  1.73780e-02   1.63695e-02   8.87691e-01  -5.83571e+00   8.18273e-01  -1.04019e+01 
  1.80546e-02   1.69688e-02   8.83758e-01  -5.79042e+00   8.11236e-01  -1.03980e+01 
  1.87575e-02   1.75886e-02   8.79704e-01  -5.74379e+00   8.03928e-01  -1.03940e+01 
  1.94878e-02   1.82295e-02   8.75527e-01  -5.69579e+00   7.96339e-01  -1.03899e+01 
  2.02466e-02   1.88922e-02   8.71224e-01  -5.64639e+00   7.88457e-01  -1.03857e+01 
  2.10349e-02   1.95772e-02   8.66793e-01  -5.59559e+00   7.80272e-01  -1.03814e+01 
  2.18538e-02   2.02852e-02   8.62232e-01  -5.54337e+00   7.71772e-01  -1.03770e+01 
  2.27047e-02   2.10168e-02   8.57538e-01  -5.48973e+00   7.62944e-01  -1.03725e+01 
  2.35887e-02   2.17728e-02   8.52709e-01  -5.43464e+00   7.53777e-01  -1.03679e+01 
  2.45071e-02   2.25536e-02   8.47744e-01  -5.37811e+00   7.44257e-01  -1.03632e+01 
  2.54613e-02   2.33601e-02   8.42640e-01  -5.32013e+00   7.34371e-01  -1.03583e+01 
