#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.26000e+00   1.00000e+00  -5.37500e-01 
  7.50000e-02   7.15921e-02   9.10870e-01  -1.12005e+00   9.57690e-01  -5.89313e-01 
  1.50000e-01   1.36875e-01   8.31545e-01  -9.98057e-01   9.11814e-01  -6.32700e-01 
  2.25000e-01   1.96538e-01   7.60782e-01  -8.91285e-01   8.62978e-01  -6.68346e-01 
  3.00000e-01   2.51180e-01   6.97528e-01  -7.97460e-01   8.11738e-01  -6.96935e-01 
  3.75000e-01   3.01332e-01   6.40886e-01  -7.14706e-01   7.58598e-01  -7.19134e-01 
  4.50000e-01   3.47459e-01   5.90085e-01  -6.41460e-01   7.04012e-01  -7.35586e-01 
  5.25000e-01   3.89974e-01   5.44462e-01  -5.76416e-01   6.48389e-01  -7.46897e-01 
  6.00000e-01   4.29244e-01   5.03445e-01  -5.18475e-01   5.92092e-01  -7.53639e-01 
  6.75000e-01   4.65594e-01   4.66537e-01  -4.66712e-01   5.35444e-01  -7.56339e-01 
  7.50000e-01   4.99316e-01   4.33304e-01  -4.20343e-01   4.78729e-01  -7.55486e-01 
  8.25000e-01   5.30672e-01   4.03367e-01  -3.78699e-01   4.22198e-01  -7.51525e-01 
  9.00000e-01   5.59895e-01   3.76395e-01  -3.41211e-01   3.66068e-01  -7.44862e-01 
  9.75000e-01   5.87198e-01   3.52094e-01  -3.07390e-01   3.10527e-01  -7.35864e-01 
  1.05000e+00   6.12770e-01   3.30205e-01  -2.76815e-01   2.55739e-01  -7.24859e-01 
  1.12500e+00   6.36783e-01   3.10500e-01  -2.49123e-01   2.01841e-01  -7.12144e-01 
  1.20000e+00   6.59394e-01   2.92773e-01  -2.23999e-01   1.48953e-01  -6.97981e-01 
  1.27500e+00   6.80744e-01   2.76843e-01  -2.01168e-01   9.71744e-02  -6.82605e-01 
  1.35000e+00   7.00961e-01   2.62546e-01  -1.80390e-01   4.65877e-02  -6.66222e-01 
  1.42500e+00   7.20163e-01   2.49738e-01  -1.61456e-01  -2.73826e-03  -6.49013e-01 
  1.50000e+00   7.38456e-01   2.38286e-01  -1.44180e-01  -5.07477e-02  -6.31140e-01 
  1.57500e+00   7.55937e-01   2.28074e-01  -1.28400e-01  -9.73961e-02  -6.12741e-01 
  1.65000e+00   7.72695e-01   2.18993e-01  -1.13970e-01  -1.42649e-01  -5.93939e-01 
  1.72500e+00   7.88812e-01   2.10947e-01  -1.00763e-01  -1.86480e-01  -5.74840e-01 
  1.80000e+00   8.04361e-01   2.03851e-01  -8.86622e-02  -2.28870e-01  -5.55534e-01 
