#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00   2.11984e+01   1.00000e+00  -4.72795e+00 
  7.50000e-02   1.35390e-01   2.62168e+00   2.21091e+01   6.02874e-01  -5.83913e+00 
  1.50000e-01   3.95455e-01   4.33298e+00   2.36873e+01   1.20220e-01  -7.11562e+00 
  2.25000e-01   7.89373e-01   6.20746e+00   2.65775e+01  -4.88368e-01  -9.36427e+00 
  3.00000e-01   1.33377e+00   8.37192e+00   3.15690e+01  -1.34126e+00  -1.39226e+01 
  3.75000e-01   2.05721e+00   1.10214e+01   3.97214e+01  -2.69551e+00  -2.33168e+01 
  4.50000e-01   3.00628e+00   1.44476e+01   5.26036e+01  -5.08822e+00  -4.28994e+01 
  5.25000e-01   4.25461e+00   1.90919e+01   7.27414e+01  -9.68118e+00  -8.50603e+01 
  6.00000e-01   5.91746e+00   2.56458e+01   1.04467e+02  -1.91497e+01  -1.80861e+02 
  6.75000e-01   8.17686e+00   3.52409e+01   1.55561e+02  -4.01532e+01  -4.15140e+02 
  7.50000e-01   1.13269e+01   4.98152e+01   2.40475e+02  -9.08731e+01  -1.04397e+03 
  8.25000e-01   1.58576e+01   7.28195e+01   3.86428e+02  -2.26759e+02  -2.93800e+03 
  9.00000e-01   2.26130e+01   1.10508e+02   6.42373e+02  -6.41000e+02  -9.50449e+03 
  9.75000e-01   3.30644e+01   1.73548e+02   1.06997e+03  -2.12006e+03  -3.63302e+04 
  1.05000e+00   4.95749e+01   2.72655e+02   1.52103e+03  -8.40755e+03  -1.64202e+05 
  1.12500e+00   7.38772e+01   3.57947e+02  -1.71101e+01  -3.76952e+04  -7.39683e+05 
  1.20000e+00   9.38501e+01   5.50158e+01  -9.17621e+03  -1.17063e+05  -7.81090e+05 
  1.27500e+00   7.15790e+01  -5.31753e+02  -4.52880e+02  -3.85876e+04   1.85580e+06 
  1.35000e+00   4.22469e+01  -1.94486e+02   4.62062e+03   5.60818e+03  -1.04190e+05 
  1.42500e+00   3.60121e+01  -2.09755e+01   7.32101e+02   2.95104e+02  -2.28774e+04 
  1.50000e+00   3.54525e+01  -2.50071e+00   1.88529e+00  -3.11014e+02  -1.53966e+03 
  1.57500e+00   3.51551e+01  -6.31125e+00  -7.47159e+01  -3.43450e+02   1.02958e+02 
  1.65000e+00   3.44663e+01  -1.20418e+01  -7.41884e+01  -3.21097e+02   4.53466e+02 
  1.72500e+00   3.33659e+01  -1.71228e+01  -6.00454e+01  -2.78814e+02   6.54402e+02 
  1.80000e+00   3.19302e+01  -2.09236e+01  -4.08429e+01  -2.26047e+02   7.31785e+02 
  1.87500e+00   3.02650e+01  -2.32283e+01  -2.07805e+01  -1.71924e+02   6.95179e+02 
  1.95000e+00   2.84819e+01  -2.41021e+01  -3.12379e+00  -1.23627e+02   5.84511e+02 
  2.02500e+00   2.66791e+01  -2.38054e+01   1.02459e+01  -8.49022e+01   4.47190e+02 
  2.10000e+00   2.49317e+01  -2.26838e+01   1.89038e+01  -5.63214e+01   3.18316e+02 
  2.17500e+00   2.32887e+01  -2.10730e+01   2.34472e+01  -3.65077e+01   2.14853e+02 
  2.25000e+00   2.17761e+01  -1.92434e+01   2.49248e+01  -2.33780e+01   1.39775e+02 
  2.32500e+00   2.04028e+01  -1.73840e+01   2.44047e+01  -1.49358e+01   8.88641e+01 
  2.40000e+00   1.91663e+01  -1.56107e+01   2.27543e+01  -9.60158e+00   5.58524e+01 
  2.47500e+00   1.80575e+01  -1.39837e+01   2.05847e+01  -6.25443e+00   3.50326e+01 
  2.55000e+00   1.70645e+01  -1.25262e+01   1.82810e+01  -4.15077e+00   2.20959e+01 
  2.62500e+00   1.61743e+01  -1.12394e+01   1.60609e+01  -2.81744e+00   1.40978e+01 
  2.70000e+00   1.53746e+01  -1.01123e+01   1.40314e+01  -1.96067e+00   9.14038e+00 
  2.77500e+00   1.46539e+01  -9.12885e+00   1.22327e+01  -1.40029e+00   6.04189e+00 
  2.85000e+00   1.40021e+01  -8.27152e+00   1.06674e+01  -1.02619e+00   4.08049e+00 
  2.92500e+00   1.34104e+01  -7.52330e+00   9.31941e+00  -7.70860e-01   2.81890e+00 
  3.00000e+00   1.28713e+01  -6.86877e+00   8.16491e+00  -5.92560e-01   1.99251e+00 
  3.07500e+00   1.23781e+01  -6.29437e+00   7.17820e+00  -4.65176e-01   1.44044e+00 
  3.15000e+00   1.19254e+01  -5.78846e+00   6.33475e+00  -3.72133e-01   1.06400e+00 
  3.22500e+00   1.15084e+01  -5.34113e+00   5.61259e+00  -3.02733e-01   8.01996e-01 
  3.30000e+00   1.11230e+01  -4.94402e+00   4.99263e+00  -2.49947e-01   6.15902e-01 
  3.37500e+00   1.07657e+01  -4.59008e+00   4.45867e+00  -2.09072e-01   4.81121e-01 
  3.45000e+00   1.04335e+01  -4.27341e+00   3.99710e+00  -1.76900e-01   3.81679e-01 
  3.52500e+00   1.01239e+01  -3.98900e+00   3.59657e+00  -1.51203e-01   3.07026e-01 
  3.60000e+00   9.83450e+00  -3.73263e+00   3.24763e+00  -1.30406e-01   2.50073e-01 
  3.67500e+00   9.56339e+00  -3.50076e+00   2.94243e+00  -1.13372e-01   2.05977e-01 
  3.75000e+00   9.30885e+00  -3.29034e+00   2.67446e+00  -9.92727e-02   1.71370e-01 
  3.82500e+00   9.06936e+00  -3.09879e+00   2.43829e+00  -8.74896e-02   1.43873e-01 
  3.90000e+00   8.84361e+00  -2.92392e+00   2.22937e+00  -7.75571e-02   1.21778e-01 
  3.97500e+00   8.63041e+00  -2.76380e+00   2.04391e+00  -6.91192e-02   1.03842e-01 
  4.05000e+00   8.42871e+00  -2.61682e+00   1.87872e+00  -6.19001e-02   8.91456e-02 
  4.12500e+00   8.23759e+00  -2.48156e+00   1.73110e+00  -5.56837e-02   7.70017e-02 
  4.20000e+00   8.05622e+00  -2.35678e+00   1.59877e+00  -5.02991e-02   6.68887e-02 
  4.27500e+00   7.88384e+00  -2.24141e+00   1.47980e+00  -4.56097e-02   5.84068e-02 
  4.35000e+00   7.71979e+00  -2.13451e+00   1.37254e+00  -4.15051e-02   5.12464e-02 
  4.42500e+00   7.56347e+00  -2.03527e+00   1.27557e+00  -3.78958e-02   4.51651e-02 
  4.50000e+00   7.41433e+00  -1.94295e+00   1.18768e+00  -3.47082e-02   3.99712e-02 
  4.57500e+00   7.27187e+00  -1.85692e+00   1.10783e+00  -3.18818e-02   3.55123e-02 
  4.65000e+00   7.13565e+00  -1.77660e+00   1.03510e+00  -2.93661e-02   3.16659e-02 
  4.72500e+00   7.00525e+00  -1.70149e+00   9.68718e-01  -2.71191e-02   2.83328e-02 
  4.80000e+00   6.88031e+00  -1.63115e+00   9.07995e-01  -2.51054e-02   2.54323e-02 
  4.87500e+00   6.76047e+00  -1.56517e+00   8.52338e-01  -2.32951e-02   2.28983e-02 
  4.95000e+00   6.64543e+00  -1.50318e+00   8.01222e-01  -2.16628e-02   2.06762e-02 
  5.02500e+00   6.53490e+00  -1.44488e+00   7.54189e-01  -2.01870e-02   1.87207e-02 
  5.10000e+00   6.42861e+00  -1.38996e+00   7.10835e-01  -1.88490e-02   1.69942e-02 
  5.17500e+00   6.32633e+00  -1.33817e+00   6.70804e-01  -1.76329e-02   1.54648e-02 
  5.25000e+00   6.22782e+00  -1.28927e+00   6.33780e-01  -1.65250e-02   1.41062e-02 
  5.32500e+00   6.13287e+00  -1.24304e+00   5.99482e-01  -1.55133e-02   1.28958e-02 
  5.40000e+00   6.04130e+00  -1.19928e+00   5.67661e-01  -1.45874e-02   1.18144e-02 
  5.47500e+00   5.95292e+00  -1.15783e+00   5.38096e-01  -1.37383e-02   1.08459e-02 
  5.55000e+00   5.86757e+00  -1.11852e+00   5.10587e-01  -1.29580e-02   9.97634e-03 
  5.62500e+00   5.78509e+00  -1.08120e+00   4.84956e-01  -1.22397e-02   9.19369e-03 
  5.70000e+00   5.70535e+00  -1.04573e+00   4.61045e-01  -1.15771e-02   8.48772e-03 
  5.77500e+00   5.62819e+00  -1.01200e+00   4.38710e-01  -1.09648e-02   7.84951e-03 
  5.85000e+00   5.55350e+00  -9.79890e-01   4.17820e-01  -1.03981e-02   7.27137e-03 
  5.92500e+00   5.48117e+00  -9.49295e-01   3.98261e-01  -9.87279e-03   6.74659e-03 
  6.00000e+00   5.41107e+00  -9.20120e-01   3.79927e-01  -9.38497e-03   6.26933e-03 
  6.07500e+00   5.34312e+00  -8.92277e-01   3.62721e-01  -8.93133e-03   5.83448e-03 
  6.15000e+00   5.27720e+00  -8.65686e-01   3.46557e-01  -8.50885e-03   5.43756e-03 
  6.22500e+00   5.21324e+00  -8.40270e-01   3.31357e-01  -8.11485e-03   5.07464e-03 
  6.30000e+00   5.15113e+00  -8.15960e-01   3.17050e-01  -7.74689e-03   4.74226e-03 
  6.37500e+00   5.09082e+00  -7.92692e-01   3.03569e-01  -7.40282e-03   4.43736e-03 
  6.45000e+00   5.03221e+00  -7.70405e-01   2.90855e-01  -7.08067e-03   4.15723e-03 
  6.52500e+00   4.97523e+00  -7.49046e-01   2.78854e-01  -6.77868e-03   3.89947e-03 
  6.60000e+00   4.91983e+00  -7.28561e-01   2.67515e-01  -6.49524e-03   3.66196e-03 
  6.67500e+00   4.86593e+00  -7.08903e-01   2.56794e-01  -6.22892e-03   3.44280e-03 
  6.75000e+00   4.81347e+00  -6.90027e-01   2.46648e-01  -5.97841e-03   3.24029e-03 
  6.82500e+00   4.76240e+00  -6.71892e-01   2.37039e-01  -5.74250e-03   3.05292e-03 
  6.90000e+00   4.71267e+00  -6.54459e-01   2.27931e-01  -5.52013e-03   2.87934e-03 
  6.97500e+00   4.66422e+00  -6.37691e-01   2.19292e-01  -5.31029e-03   2.71833e-03 
  7.05000e+00   4.61700e+00  -6.21554e-01   2.11091e-01  -5.11209e-03   2.56881e-03 
  7.12500e+00   4.57097e+00  -6.06017e-01   2.03300e-01  -4.92470e-03   2.42978e-03 
  7.20000e+00   4.52608e+00  -5.91049e-01   1.95895e-01  -4.74738e-03   2.30038e-03 
  7.27500e+00   4.48230e+00  -5.76624e-01   1.88851e-01  -4.57943e-03   2.17980e-03 
  7.35000e+00   4.43958e+00  -5.62713e-01   1.82146e-01  -4.42021e-03   2.06731e-03 
  7.42500e+00   4.39788e+00  -5.49294e-01   1.75760e-01  -4.26914e-03   1.96227e-03 
  7.50000e+00   4.35717e+00  -5.36342e-01   1.69673e-01  -4.12570e-03   1.86408e-03 
  7.57500e+00   4.31742e+00  -5.23836e-01   1.63869e-01  -3.98937e-03   1.77221e-03 
  7.65000e+00   4.27859e+00  -5.11755e-01   1.58331e-01  -3.85972e-03   1.68616e-03 
  7.72500e+00   4.24064e+00  -5.00080e-01   1.53043e-01  -3.73631e-03   1.60550e-03 
  7.80000e+00   4.20356e+00  -4.88792e-01   1.47992e-01  -3.61877e-03   1.52980e-03 
  7.87500e+00   4.16732e+00  -4.77875e-01   1.43163e-01  -3.50673e-03   1.45872e-03 
  7.95000e+00   4.13187e+00  -4.67313e-01   1.38546e-01  -3.39986e-03   1.39190e-03 
  8.02500e+00   4.09721e+00  -4.57089e-01   1.34128e-01  -3.29785e-03   1.32904e-03 
  8.10000e+00   4.06330e+00  -4.47189e-01   1.29899e-01  -3.20041e-03   1.26985e-03 
  8.17500e+00   4.03013e+00  -4.37599e-01   1.25848e-01  -3.10728e-03   1.21408e-03 
  8.25000e+00   3.99766e+00  -4.28307e-01   1.21966e-01  -3.01822e-03   1.16148e-03 
  8.32500e+00   3.96587e+00  -4.19301e-01   1.18244e-01  -2.93299e-03   1.11185e-03 
  8.40000e+00   3.93475e+00  -4.10567e-01   1.14674e-01  -2.85137e-03   1.06496e-03 
  8.47500e+00   3.90428e+00  -4.02096e-01   1.11248e-01  -2.77318e-03   1.02065e-03 
  8.55000e+00   3.87443e+00  -3.93876e-01   1.07960e-01  -2.69821e-03   9.78740e-04 
  8.62500e+00   3.84519e+00  -3.85899e-01   1.04801e-01  -2.62631e-03   9.39070e-04 
  8.70000e+00   3.81654e+00  -3.78153e-01   1.01766e-01  -2.55730e-03   9.01496e-04 
  8.77500e+00   3.78846e+00  -3.70631e-01   9.88482e-02  -2.49104e-03   8.65884e-04 
  8.85000e+00   3.76094e+00  -3.63323e-01   9.60424e-02  -2.42737e-03   8.32108e-04 
  8.92500e+00   3.73396e+00  -3.56222e-01   9.33431e-02  -2.36618e-03   8.00055e-04 
  9.00000e+00   3.70750e+00  -3.49319e-01   9.07451e-02  -2.30732e-03   7.69617e-04 
  9.07500e+00   3.68156e+00  -3.42608e-01   8.82438e-02  -2.25070e-03   7.40694e-04 
  9.15000e+00   3.65611e+00  -3.36080e-01   8.58345e-02  -2.19618e-03   7.13195e-04 
  9.22500e+00   3.63114e+00  -3.29730e-01   8.35132e-02  -2.14368e-03   6.87035e-04 
  9.30000e+00   3.60664e+00  -3.23551e-01   8.12756e-02  -2.09310e-03   6.62134e-04 
  9.37500e+00   3.58260e+00  -3.17537e-01   7.91181e-02  -2.04433e-03   6.38417e-04 
  9.45000e+00   3.55901e+00  -3.11681e-01   7.70371e-02  -1.99731e-03   6.15817e-04 
  9.52500e+00   3.53585e+00  -3.05979e-01   7.50291e-02  -1.95194e-03   5.94268e-04 
  9.60000e+00   3.51311e+00  -3.00425e-01   7.30910e-02  -1.90814e-03   5.73712e-04 
  9.67500e+00   3.49078e+00  -2.95014e-01   7.12196e-02  -1.86586e-03   5.54092e-04 
  9.75000e+00   3.46885e+00  -2.89741e-01   6.94122e-02  -1.82501e-03   5.35355e-04 
  9.82500e+00   3.44732e+00  -2.84601e-01   6.76659e-02  -1.78553e-03   5.17454e-04 
  9.90000e+00   3.42616e+00  -2.79589e-01   6.59782e-02  -1.74737e-03   5.00343e-04 
  9.97500e+00   3.40538e+00  -2.74703e-01   6.43466e-02  -1.71046e-03   4.83978e-04 
  1.00500e+01   3.38495e+00  -2.69936e-01   6.27688e-02  -1.67475e-03   4.68320e-04 
  1.01250e+01   3.36488e+00  -2.65286e-01   6.12425e-02  -1.64020e-03   4.53332e-04 
  1.02000e+01   3.34516e+00  -2.60749e-01   5.97657e-02  -1.60674e-03   4.38978e-04 
  1.02750e+01   3.32577e+00  -2.56320e-01   5.83362e-02  -1.57433e-03   4.25225e-04 
  1.03500e+01   3.30671e+00  -2.51997e-01   5.69523e-02  -1.54294e-03   4.12043e-04 
  1.04250e+01   3.28796e+00  -2.47776e-01   5.56121e-02  -1.51251e-03   3.99402e-04 
