#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.28189e+00   1.00000e+00  -6.01806e-01 
  7.50000e-02   7.15304e-02   9.09224e-01  -1.14210e+00   9.56227e-01  -5.66032e-01 
  1.50000e-01   1.36628e-01   8.28228e-01  -1.02060e+00   9.15016e-01  -5.33426e-01 
  2.25000e-01   1.95977e-01   7.55749e-01  -9.14554e-01   8.76144e-01  -5.03611e-01 
  3.00000e-01   2.50176e-01   6.90716e-01  -8.21665e-01   8.39413e-01  -4.76263e-01 
  3.75000e-01   2.99748e-01   6.32218e-01  -7.40012e-01   8.04649e-01  -4.51104e-01 
  4.50000e-01   3.45153e-01   5.79474e-01  -6.67997e-01   7.71698e-01  -4.27894e-01 
  5.25000e-01   3.86796e-01   5.31811e-01  -6.04283e-01   7.40422e-01  -4.06425e-01 
  6.00000e-01   4.25037e-01   4.88652e-01  -5.47746e-01   7.10696e-01  -3.86515e-01 
  6.75000e-01   4.60194e-01   4.49494e-01  -4.97437e-01   6.82409e-01  -3.68008e-01 
  7.50000e-01   4.92550e-01   4.13901e-01  -4.52548e-01   6.55463e-01  -3.50765e-01 
  8.25000e-01   5.22359e-01   3.81493e-01  -4.12396e-01   6.29766e-01  -3.34665e-01 
  9.00000e-01   5.49845e-01   3.51938e-01  -3.76394e-01   6.05237e-01  -3.19602e-01 
  9.75000e-01   5.75213e-01   3.24943e-01  -3.44039e-01   5.81802e-01  -3.05481e-01 
  1.05000e+00   5.98644e-01   3.00252e-01  -3.14900e-01   5.59394e-01  -2.92218e-01 
  1.12500e+00   6.20303e-01   2.77637e-01  -2.88601e-01   5.37950e-01  -2.79740e-01 
  1.20000e+00   6.40337e-01   2.56899e-01  -2.64822e-01   5.17415e-01  -2.67981e-01 
  1.27500e+00   6.58880e-01   2.37858e-01  -2.43279e-01   4.97736e-01  -2.56883e-01 
  1.35000e+00   6.76054e-01   2.20357e-01  -2.23729e-01   4.78867e-01  -2.46391e-01 
  1.42500e+00   6.91969e-01   2.04254e-01  -2.05957e-01   4.60763e-01  -2.36461e-01 
  1.50000e+00   7.06724e-01   1.89424e-01  -1.89777e-01   4.43385e-01  -2.27048e-01 
  1.57500e+00   7.20411e-01   1.75752e-01  -1.75023e-01   4.26694e-01  -2.18115e-01 
  1.65000e+00   7.33113e-01   1.63138e-01  -1.61552e-01   4.10657e-01  -2.09628e-01 
  1.72500e+00   7.44906e-01   1.51490e-01  -1.49234e-01   3.95240e-01  -2.01555e-01 
  1.80000e+00   7.55859e-01   1.40727e-01  -1.37957e-01   3.80414e-01  -1.93868e-01 
  1.87500e+00   7.66035e-01   1.30773e-01  -1.27620e-01   3.66151e-01  -1.86541e-01 
  1.95000e+00   7.75494e-01   1.21563e-01  -1.18134e-01   3.52424e-01  -1.79552e-01 
  2.02500e+00   7.84287e-01   1.13034e-01  -1.09420e-01   3.39210e-01  -1.72878e-01 
  2.10000e+00   7.92464e-01   1.05132e-01  -1.01406e-01   3.26485e-01  -1.66501e-01 
  2.17500e+00   8.00071e-01   9.78072e-02  -9.40298e-02   3.14228e-01  -1.60402e-01 
  2.25000e+00   8.07149e-01   9.10133e-02  -8.72337e-02   3.02418e-01  -1.54566e-01 
  2.32500e+00   8.13735e-01   8.47090e-02  -8.09670e-02   2.91037e-01  -1.48976e-01 
  2.40000e+00   8.19866e-01   7.88562e-02  -7.51837e-02   2.80066e-01  -1.43620e-01 
  2.47500e+00   8.25574e-01   7.34204e-02  -6.98424e-02   2.69488e-01  -1.38485e-01 
  2.55000e+00   8.30889e-01   6.83697e-02  -6.49057e-02   2.59288e-01  -1.33558e-01 
  2.62500e+00   8.35839e-01   6.36752e-02  -6.03399e-02   2.49450e-01  -1.28829e-01 
  2.70000e+00   8.40448e-01   5.93102e-02  -5.61145e-02   2.39959e-01  -1.24287e-01 
  2.77500e+00   8.44743e-01   5.52503e-02  -5.22016e-02   2.30802e-01  -1.19924e-01 
  2.85000e+00   8.48743e-01   5.14728e-02  -4.85762e-02   2.21966e-01  -1.15730e-01 
  2.92500e+00   8.52470e-01   4.79572e-02  -4.52152e-02   2.13439e-01  -1.11698e-01 
  3.00000e+00   8.55943e-01   4.46844e-02  -4.20979e-02   2.05208e-01  -1.07819e-01 
  3.07500e+00   8.59178e-01   4.16369e-02  -3.92051e-02   1.97262e-01  -1.04086e-01 
  3.15000e+00   8.62194e-01   3.87985e-02  -3.65196e-02   1.89591e-01  -1.00493e-01 
  3.22500e+00   8.65003e-01   3.61542e-02  -3.40254e-02   1.82185e-01  -9.70339e-02 
  3.30000e+00   8.67621e-01   3.36903e-02  -3.17080e-02   1.75033e-01  -9.37022e-02 
  3.37500e+00   8.70061e-01   3.13939e-02  -2.95541e-02   1.68126e-01  -9.04925e-02 
  3.45000e+00   8.72334e-01   2.92534e-02  -2.75514e-02   1.61456e-01  -8.73996e-02 
  3.52500e+00   8.74452e-01   2.72577e-02  -2.56887e-02   1.55014e-01  -8.44186e-02 
  3.60000e+00   8.76426e-01   2.53968e-02  -2.39556e-02   1.48791e-01  -8.15447e-02 
  3.67500e+00   8.78265e-01   2.36614e-02  -2.23428e-02   1.42779e-01  -7.87736e-02 
  3.75000e+00   8.79978e-01   2.20426e-02  -2.08415e-02   1.36972e-01  -7.61012e-02 
  3.82500e+00   8.81574e-01   2.05326e-02  -1.94435e-02   1.31362e-01  -7.35234e-02 
  3.90000e+00   8.83061e-01   1.91237e-02  -1.81415e-02   1.25941e-01  -7.10364e-02 
  3.97500e+00   8.84445e-01   1.78091e-02  -1.69286e-02   1.20704e-01  -6.86368e-02 
  4.05000e+00   8.85734e-01   1.65823e-02  -1.57984e-02   1.15644e-01  -6.63212e-02 
  4.12500e+00   8.86935e-01   1.54374e-02  -1.47452e-02   1.10754e-01  -6.40863e-02 
  4.20000e+00   8.88052e-01   1.43688e-02  -1.37635e-02   1.06029e-01  -6.19289e-02 
  4.27500e+00   8.89092e-01   1.33712e-02  -1.28483e-02   1.01463e-01  -5.98463e-02 
  4.35000e+00   8.90059e-01   1.24400e-02  -1.19949e-02   9.70502e-02  -5.78356e-02 
  4.42500e+00   8.90959e-01   1.15706e-02  -1.11990e-02   9.27858e-02  -5.58941e-02 
  4.50000e+00   8.91796e-01   1.07588e-02  -1.04568e-02   8.86645e-02  -5.40193e-02 
  4.57500e+00   8.92574e-01   1.00008e-02  -9.76433e-03   8.46813e-02  -5.22087e-02 
  4.65000e+00   8.93298e-01   9.29299e-03  -9.11834e-03   8.08316e-02  -5.04600e-02 
  4.72500e+00   8.93969e-01   8.63198e-03  -8.51559e-03   7.71108e-02  -4.87710e-02 
  4.80000e+00   8.94593e-01   8.01464e-03  -7.95313e-03   7.35145e-02  -4.71394e-02 
  4.87500e+00   8.95173e-01   7.43807e-03  -7.42822e-03   7.00385e-02  -4.55633e-02 
  4.95000e+00   8.95710e-01   6.89954e-03  -6.93829e-03   6.66787e-02  -4.40407e-02 
  5.02500e+00   8.96208e-01   6.39651e-03  -6.48097e-03   6.34311e-02  -4.25696e-02 
  5.10000e+00   8.96670e-01   5.92663e-03  -6.05406e-03   6.02920e-02  -4.11483e-02 
  5.17500e+00   8.97098e-01   5.48769e-03  -5.65550e-03   5.72577e-02  -3.97750e-02 
  5.25000e+00   8.97494e-01   5.07765e-03  -5.28338e-03   5.43246e-02  -3.84480e-02 
  5.32500e+00   8.97861e-01   4.69457e-03  -4.93592e-03   5.14894e-02  -3.71658e-02 
  5.40000e+00   8.98199e-01   4.33668e-03  -4.61147e-03   4.87486e-02  -3.59267e-02 
  5.47500e+00   8.98512e-01   4.00231e-03  -4.30848e-03   4.60993e-02  -3.47292e-02 
  5.55000e+00   8.98800e-01   3.68991e-03  -4.02552e-03   4.35383e-02  -3.35720e-02 
  5.62500e+00   8.99066e-01   3.39802e-03  -3.76124e-03   4.10625e-02  -3.24536e-02 
  5.70000e+00   8.99310e-01   3.12529e-03  -3.51441e-03   3.86693e-02  -3.13728e-02 
  5.77500e+00   8.99535e-01   2.87045e-03  -3.28386e-03   3.63557e-02  -3.03281e-02 
  5.85000e+00   8.99741e-01   2.63233e-03  -3.06850e-03   3.41192e-02  -2.93184e-02 
  5.92500e+00   8.99930e-01   2.40982e-03  -2.86733e-03   3.19571e-02  -2.83426e-02 
  6.00000e+00   9.00103e-01   2.20190e-03  -2.67940e-03   2.98670e-02  -2.73993e-02 
  6.07500e+00   9.00261e-01   2.00760e-03  -2.50383e-03   2.78464e-02  -2.64876e-02 
  6.15000e+00   9.00404e-01   1.82604e-03  -2.33981e-03   2.58931e-02  -2.56063e-02 
  6.22500e+00   9.00535e-01   1.65636e-03  -2.18657e-03   2.40047e-02  -2.47545e-02 
  6.30000e+00   9.00653e-01   1.49780e-03  -2.04339e-03   2.21792e-02  -2.39311e-02 
  6.37500e+00   9.00760e-01   1.34962e-03  -1.90962e-03   2.04144e-02  -2.31352e-02 
  6.45000e+00   9.00856e-01   1.21114e-03  -1.78463e-03   1.87083e-02  -2.23658e-02 
  6.52500e+00   9.00942e-01   1.08172e-03  -1.66784e-03   1.70589e-02  -2.16221e-02 
  6.60000e+00   9.01018e-01   9.60769e-04  -1.55871e-03   1.54643e-02  -2.09031e-02 
  6.67500e+00   9.01086e-01   8.47733e-04  -1.45674e-03   1.39228e-02  -2.02081e-02 
  6.75000e+00   9.01146e-01   7.42092e-04  -1.36145e-03   1.24325e-02  -1.95363e-02 
  6.82500e+00   9.01198e-01   6.43360e-04  -1.27240e-03   1.09918e-02  -1.88868e-02 
  6.90000e+00   9.01242e-01   5.51086e-04  -1.18919e-03   9.59897e-03  -1.82589e-02 
  6.97500e+00   9.01280e-01   4.64846e-04  -1.11142e-03   8.25244e-03  -1.76520e-02 
  7.05000e+00   9.01312e-01   3.84245e-04  -1.03875e-03   6.95066e-03  -1.70652e-02 
  7.12500e+00   9.01338e-01   3.08914e-04  -9.70836e-04   5.69216e-03  -1.64980e-02 
  7.20000e+00   9.01359e-01   2.38508e-04  -9.07365e-04   4.47550e-03  -1.59496e-02 
  7.27500e+00   9.01374e-01   1.72706e-04  -8.48046e-04   3.29927e-03  -1.54195e-02 
  7.35000e+00   9.01385e-01   1.11205e-04  -7.92607e-04   2.16213e-03  -1.49070e-02 
  7.42500e+00   9.01391e-01   5.37239e-05  -7.40794e-04   1.06280e-03  -1.44115e-02 
  7.50000e+00   9.01393e-01   7.97207e-10  -6.92368e-04  -7.76776e-10  -1.39325e-02 
