#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.28205e+00   1.00000e+00   2.19966e+00 
  7.50000e-02   7.15300e-02   9.09212e-01  -1.14227e+00   1.12107e+00   1.01615e+00 
  1.50000e-01   1.36626e-01   8.28203e-01  -1.02076e+00   1.15340e+00  -1.30209e-01 
  2.25000e-01   1.95973e-01   7.55711e-01  -9.14728e-01   1.10700e+00  -1.06099e+00 
  3.00000e-01   2.50169e-01   6.90665e-01  -8.21846e-01   1.00199e+00  -1.68525e+00 
  3.75000e-01   2.99736e-01   6.32154e-01  -7.40201e-01   8.62138e-01  -1.99445e+00 
  4.50000e-01   3.45136e-01   5.79394e-01  -6.68195e-01   7.09494e-01  -2.03772e+00 
  5.25000e-01   3.86772e-01   5.31717e-01  -6.04491e-01   5.61208e-01  -1.89190e+00 
  6.00000e-01   4.25006e-01   4.88541e-01  -5.47965e-01   4.28433e-01  -1.63663e+00 
  6.75000e-01   4.60154e-01   4.49367e-01  -4.97666e-01   3.16764e-01  -1.33866e+00 
  7.50000e-01   4.92500e-01   4.13756e-01  -4.52788e-01   2.27502e-01  -1.04532e+00 
  8.25000e-01   5.22297e-01   3.81330e-01  -4.12647e-01   1.59136e-01  -7.84662e-01 
  9.00000e-01   5.49770e-01   3.51755e-01  -3.76655e-01   1.08665e-01  -5.69163e-01 
  9.75000e-01   5.75124e-01   3.24741e-01  -3.44311e-01   7.25837e-02  -4.00586e-01 
  1.05000e+00   5.98539e-01   3.00028e-01  -3.15182e-01   4.75132e-02  -2.74482e-01 
  1.12500e+00   6.20180e-01   2.77392e-01  -2.88893e-01   3.05302e-02  -1.83612e-01 
  1.20000e+00   6.40195e-01   2.56632e-01  -2.65122e-01   1.92856e-02  -1.20196e-01 
  1.27500e+00   6.58717e-01   2.37568e-01  -2.43588e-01   1.19925e-02  -7.71550e-02 
  1.35000e+00   6.75868e-01   2.20044e-01  -2.24046e-01   7.35008e-03  -4.86517e-02 
  1.42500e+00   6.91759e-01   2.03917e-01  -2.06282e-01   4.44490e-03  -3.01837e-02 
  1.50000e+00   7.06488e-01   1.89061e-01  -1.90109e-01   2.65499e-03  -1.84498e-02 
  1.57500e+00   7.20147e-01   1.75365e-01  -1.75361e-01   1.56783e-03  -1.11248e-02 
  1.65000e+00   7.32819e-01   1.62725e-01  -1.61895e-01   9.16095e-04  -6.62460e-03 
  1.72500e+00   7.44580e-01   1.51052e-01  -1.49581e-01   5.30063e-04  -3.89969e-03 
  1.80000e+00   7.55499e-01   1.40262e-01  -1.38308e-01   3.03929e-04  -2.27142e-03 
  1.87500e+00   7.65639e-01   1.30282e-01  -1.27974e-01   1.72808e-04  -1.31015e-03 
  1.95000e+00   7.75060e-01   1.21045e-01  -1.18491e-01   9.74914e-05  -7.48899e-04 
  2.02500e+00   7.83813e-01   1.12489e-01  -1.09778e-01   5.46040e-05  -4.24528e-04 
  2.10000e+00   7.91949e-01   1.04561e-01  -1.01765e-01   3.03784e-05  -2.38803e-04 
  2.17500e+00   7.99511e-01   9.72085e-02  -9.43892e-02   1.67956e-05  -1.33375e-04 
  2.25000e+00   8.06543e-01   9.03877e-02  -8.75927e-02   9.23236e-06  -7.40014e-05 
  2.32500e+00   8.13082e-01   8.40564e-02  -8.13250e-02   5.04772e-06  -4.08080e-05 
  2.40000e+00   8.19163e-01   7.81769e-02  -7.55400e-02   2.74608e-06  -2.23762e-05 
  2.47500e+00   8.24819e-01   7.27144e-02  -7.01965e-02   1.48705e-06  -1.22051e-05 
