#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.26000e+00   1.00000e+00  -5.37500e-01 
  7.50000e-03   7.46470e-03   9.90606e-01  -1.24511e+00   9.95948e-01  -5.43080e-01 
  7.79201e-03   7.75391e-03   9.90242e-01  -1.24453e+00   9.95789e-01  -5.43295e-01 
  8.09538e-03   8.05427e-03   9.89865e-01  -1.24393e+00   9.95624e-01  -5.43519e-01 
  8.41057e-03   8.36620e-03   9.89473e-01  -1.24331e+00   9.95453e-01  -5.43751e-01 
  8.73803e-03   8.69015e-03   9.89066e-01  -1.24267e+00   9.95275e-01  -5.43992e-01 
  9.07824e-03   9.02657e-03   9.88643e-01  -1.24200e+00   9.95090e-01  -5.44242e-01 
  9.43170e-03   9.37593e-03   9.88204e-01  -1.24130e+00   9.94897e-01  -5.44502e-01 
  9.79891e-03   9.73873e-03   9.87749e-01  -1.24058e+00   9.94697e-01  -5.44772e-01 
  1.01804e-02   1.01155e-02   9.87276e-01  -1.23983e+00   9.94489e-01  -5.45052e-01 
  1.05768e-02   1.05067e-02   9.86784e-01  -1.23906e+00   9.94273e-01  -5.45342e-01 
  1.09886e-02   1.09130e-02   9.86274e-01  -1.23825e+00   9.94049e-01  -5.45644e-01 
  1.14164e-02   1.13348e-02   9.85745e-01  -1.23741e+00   9.93815e-01  -5.45957e-01 
  1.18609e-02   1.17728e-02   9.85195e-01  -1.23654e+00   9.93572e-01  -5.46282e-01 
  1.23227e-02   1.22277e-02   9.84624e-01  -1.23564e+00   9.93320e-01  -5.46620e-01 
  1.28025e-02   1.26999e-02   9.84031e-01  -1.23470e+00   9.93058e-01  -5.46970e-01 
  1.33009e-02   1.31903e-02   9.83416e-01  -1.23373e+00   9.92785e-01  -5.47333e-01 
  1.38188e-02   1.36994e-02   9.82778e-01  -1.23272e+00   9.92501e-01  -5.47710e-01 
  1.43568e-02   1.42280e-02   9.82115e-01  -1.23167e+00   9.92207e-01  -5.48102e-01 
  1.49158e-02   1.47767e-02   9.81426e-01  -1.23058e+00   9.91900e-01  -5.48508e-01 
  1.54965e-02   1.53465e-02   9.80712e-01  -1.22946e+00   9.91582e-01  -5.48929e-01 
  1.60999e-02   1.59380e-02   9.79971e-01  -1.22828e+00   9.91250e-01  -5.49366e-01 
  1.67267e-02   1.65520e-02   9.79201e-01  -1.22707e+00   9.90906e-01  -5.49820e-01 
  1.73780e-02   1.71895e-02   9.78402e-01  -1.22581e+00   9.90547e-01  -5.50291e-01 
  1.80546e-02   1.78512e-02   9.77574e-01  -1.22450e+00   9.90175e-01  -5.50779e-01 
  1.87575e-02   1.85380e-02   9.76713e-01  -1.22314e+00   9.89788e-01  -5.51285e-01 
  1.94878e-02   1.92510e-02   9.75820e-01  -1.22173e+00   9.89385e-01  -5.51811e-01 
  2.02466e-02   1.99911e-02   9.74894e-01  -1.22027e+00   9.88966e-01  -5.52356e-01 
  2.10349e-02   2.07592e-02   9.73933e-01  -1.21875e+00   9.88530e-01  -5.52921e-01 
  2.18538e-02   2.15564e-02   9.72935e-01  -1.21718e+00   9.88077e-01  -5.53507e-01 
  2.27047e-02   2.23838e-02   9.71900e-01  -1.21555e+00   9.87606e-01  -5.54115e-01 
  2.35887e-02   2.32425e-02   9.70827e-01  -1.21386e+00   9.87116e-01  -5.54745e-01 
  2.45071e-02   2.41336e-02   9.69712e-01  -1.21210e+00   9.86606e-01  -5.55399e-01 
  2.54613e-02   2.50583e-02   9.68557e-01  -1.21028e+00   9.86076e-01  -5.56076e-01 
  2.64526e-02   2.60179e-02   9.67358e-01  -1.20839e+00   9.85524e-01  -5.56779e-01 
  2.74825e-02   2.70135e-02   9.66114e-01  -1.20643e+00   9.84950e-01  -5.57507e-01 
  2.85525e-02   2.80466e-02   9.64825e-01  -1.20440e+00   9.84354e-01  -5.58261e-01 
  2.96642e-02   2.91184e-02   9.63487e-01  -1.20230e+00   9.83732e-01  -5.59043e-01 
  3.08191e-02   3.02304e-02   9.62100e-01  -1.20011e+00   9.83086e-01  -5.59854e-01 
  3.20191e-02   3.13840e-02   9.60661e-01  -1.19785e+00   9.82414e-01  -5.60694e-01 
  3.32657e-02   3.25806e-02   9.59169e-01  -1.19551e+00   9.81715e-01  -5.61564e-01 
  3.45609e-02   3.38219e-02   9.57622e-01  -1.19308e+00   9.80987e-01  -5.62466e-01 
  3.59065e-02   3.51094e-02   9.56019e-01  -1.19056e+00   9.80229e-01  -5.63400e-01 
  3.73045e-02   3.64448e-02   9.54356e-01  -1.18795e+00   9.79441e-01  -5.64367e-01 
  3.87569e-02   3.78296e-02   9.52633e-01  -1.18524e+00   9.78620e-01  -5.65368e-01 
  4.02659e-02   3.92658e-02   9.50846e-01  -1.18244e+00   9.77767e-01  -5.66406e-01 
  4.18336e-02   4.07550e-02   9.48995e-01  -1.17954e+00   9.76878e-01  -5.67479e-01 
  4.34624e-02   4.22991e-02   9.47076e-01  -1.17653e+00   9.75953e-01  -5.68591e-01 
  4.51545e-02   4.39001e-02   9.45088e-01  -1.17341e+00   9.74989e-01  -5.69741e-01 
  4.69126e-02   4.55598e-02   9.43028e-01  -1.17019e+00   9.73987e-01  -5.70932e-01 
  4.87391e-02   4.72803e-02   9.40893e-01  -1.16685e+00   9.72943e-01  -5.72164e-01 
  5.06367e-02   4.90636e-02   9.38682e-01  -1.16339e+00   9.71856e-01  -5.73438e-01 
  5.26083e-02   5.09120e-02   9.36392e-01  -1.15981e+00   9.70724e-01  -5.74757e-01 
  5.46565e-02   5.28276e-02   9.34020e-01  -1.15610e+00   9.69545e-01  -5.76120e-01 
  5.67845e-02   5.48125e-02   9.31564e-01  -1.15227e+00   9.68318e-01  -5.77529e-01 
  5.89954e-02   5.68693e-02   9.29021e-01  -1.14830e+00   9.67039e-01  -5.78986e-01 
