#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.28221e+00   1.00000e+00  -3.06630e-01 
  7.50000e-03   7.46408e-03   9.90439e-01  -1.26732e+00   9.97686e-01  -3.10349e-01 
  7.79201e-03   7.75324e-03   9.90069e-01  -1.26674e+00   9.97596e-01  -3.10492e-01 
  8.09538e-03   8.05354e-03   9.89685e-01  -1.26615e+00   9.97501e-01  -3.10642e-01 
  8.41057e-03   8.36542e-03   9.89286e-01  -1.26553e+00   9.97403e-01  -3.10796e-01 
  8.73803e-03   8.68930e-03   9.88872e-01  -1.26488e+00   9.97302e-01  -3.10957e-01 
  9.07824e-03   9.02565e-03   9.88442e-01  -1.26421e+00   9.97196e-01  -3.11124e-01 
  9.43170e-03   9.37494e-03   9.87995e-01  -1.26352e+00   9.97086e-01  -3.11297e-01 
  9.79891e-03   9.73767e-03   9.87531e-01  -1.26280e+00   9.96972e-01  -3.11477e-01 
  1.01804e-02   1.01143e-02   9.87050e-01  -1.26205e+00   9.96853e-01  -3.11663e-01 
  1.05768e-02   1.05055e-02   9.86549e-01  -1.26127e+00   9.96729e-01  -3.11857e-01 
  1.09886e-02   1.09116e-02   9.86030e-01  -1.26046e+00   9.96601e-01  -3.12058e-01 
  1.14164e-02   1.13334e-02   9.85491e-01  -1.25963e+00   9.96467e-01  -3.12266e-01 
  1.18609e-02   1.17713e-02   9.84931e-01  -1.25876e+00   9.96328e-01  -3.12483e-01 
  1.23227e-02   1.22260e-02   9.84350e-01  -1.25786e+00   9.96184e-01  -3.12708e-01 
  1.28025e-02   1.26981e-02   9.83747e-01  -1.25692e+00   9.96034e-01  -3.12941e-01 
  1.33009e-02   1.31883e-02   9.83121e-01  -1.25595e+00   9.95878e-01  -3.13183e-01 
  1.38188e-02   1.36973e-02   9.82471e-01  -1.25494e+00   9.95715e-01  -3.13434e-01 
  1.43568e-02   1.42257e-02   9.81796e-01  -1.25389e+00   9.95547e-01  -3.13695e-01 
  1.49158e-02   1.47743e-02   9.81095e-01  -1.25280e+00   9.95371e-01  -3.13966e-01 
  1.54965e-02   1.53438e-02   9.80368e-01  -1.25167e+00   9.95189e-01  -3.14246e-01 
  1.60999e-02   1.59351e-02   9.79613e-01  -1.25050e+00   9.94999e-01  -3.14537e-01 
  1.67267e-02   1.65489e-02   9.78830e-01  -1.24929e+00   9.94802e-01  -3.14840e-01 
  1.73780e-02   1.71861e-02   9.78016e-01  -1.24803e+00   9.94597e-01  -3.15153e-01 
  1.80546e-02   1.78475e-02   9.77172e-01  -1.24672e+00   9.94384e-01  -3.15478e-01 
  1.87575e-02   1.85341e-02   9.76297e-01  -1.24536e+00   9.94162e-01  -3.15816e-01 
  1.94878e-02   1.92468e-02   9.75388e-01  -1.24396e+00   9.93931e-01  -3.16165e-01 
  2.02466e-02   1.99865e-02   9.74444e-01  -1.24249e+00   9.93691e-01  -3.16528e-01 
  2.10349e-02   2.07543e-02   9.73465e-01  -1.24098e+00   9.93441e-01  -3.16905e-01 
  2.18538e-02   2.15511e-02   9.72450e-01  -1.23941e+00   9.93181e-01  -3.17295e-01 
  2.27047e-02   2.23781e-02   9.71396e-01  -1.23778e+00   9.92911e-01  -3.17699e-01 
  2.35887e-02   2.32363e-02   9.70302e-01  -1.23608e+00   9.92630e-01  -3.18119e-01 
  2.45071e-02   2.41269e-02   9.69168e-01  -1.23433e+00   9.92338e-01  -3.18554e-01 
  2.54613e-02   2.50511e-02   9.67991e-01  -1.23251e+00   9.92034e-01  -3.19005e-01 
  2.64526e-02   2.60101e-02   9.66770e-01  -1.23062e+00   9.91717e-01  -3.19473e-01 
  2.74825e-02   2.70051e-02   9.65504e-01  -1.22867e+00   9.91388e-01  -3.19957e-01 
  2.85525e-02   2.80375e-02   9.64190e-01  -1.22664e+00   9.91045e-01  -3.20459e-01 
  2.96642e-02   2.91086e-02   9.62828e-01  -1.22454e+00   9.90689e-01  -3.20980e-01 
  3.08191e-02   3.02198e-02   9.61415e-01  -1.22236e+00   9.90318e-01  -3.21519e-01 
  3.20191e-02   3.13726e-02   9.59949e-01  -1.22010e+00   9.89932e-01  -3.22078e-01 
  3.32657e-02   3.25683e-02   9.58430e-01  -1.21775e+00   9.89530e-01  -3.22657e-01 
  3.45609e-02   3.38087e-02   9.56854e-01  -1.21533e+00   9.89112e-01  -3.23257e-01 
  3.59065e-02   3.50951e-02   9.55220e-01  -1.21281e+00   9.88676e-01  -3.23878e-01 
  3.73045e-02   3.64293e-02   9.53527e-01  -1.21020e+00   9.88223e-01  -3.24521e-01 
  3.87569e-02   3.78130e-02   9.51771e-01  -1.20750e+00   9.87751e-01  -3.25187e-01 
  4.02659e-02   3.92478e-02   9.49951e-01  -1.20470e+00   9.87260e-01  -3.25876e-01 
  4.18336e-02   4.07356e-02   9.48065e-01  -1.20180e+00   9.86748e-01  -3.26590e-01 
  4.34624e-02   4.22781e-02   9.46110e-01  -1.19880e+00   9.86216e-01  -3.27329e-01 
  4.51545e-02   4.38774e-02   9.44084e-01  -1.19569e+00   9.85661e-01  -3.28093e-01 
  4.69126e-02   4.55353e-02   9.41984e-01  -1.19247e+00   9.85084e-01  -3.28884e-01 
  4.87391e-02   4.72539e-02   9.39809e-01  -1.18914e+00   9.84482e-01  -3.29703e-01 
  5.06367e-02   4.90351e-02   9.37556e-01  -1.18568e+00   9.83856e-01  -3.30549e-01 
  5.26083e-02   5.08812e-02   9.35222e-01  -1.18211e+00   9.83203e-01  -3.31424e-01 
  5.46565e-02   5.27944e-02   9.32805e-01  -1.17841e+00   9.82524e-01  -3.32329e-01 
  5.67845e-02   5.47767e-02   9.30301e-01  -1.17458e+00   9.81815e-01  -3.33265e-01 
  5.89954e-02   5.68306e-02   9.27709e-01  -1.17062e+00   9.81078e-01  -3.34231e-01 
  6.12923e-02   5.89584e-02   9.25024e-01  -1.16652e+00   9.80309e-01  -3.35230e-01 
  6.36787e-02   6.11626e-02   9.22246e-01  -1.16228e+00   9.79507e-01  -3.36262e-01 
  6.61580e-02   6.34455e-02   9.19370e-01  -1.15790e+00   9.78672e-01  -3.37328e-01 
  6.87338e-02   6.58098e-02   9.16393e-01  -1.15337e+00   9.77802e-01  -3.38428e-01 
  7.14099e-02   6.82580e-02   9.13313e-01  -1.14868e+00   9.76895e-01  -3.39563e-01 
  7.41902e-02   7.07929e-02   9.10126e-01  -1.14384e+00   9.75949e-01  -3.40735e-01 
  7.70788e-02   7.34171e-02   9.06829e-01  -1.13883e+00   9.74963e-01  -3.41944e-01 
  8.00798e-02   7.61333e-02   9.03419e-01  -1.13366e+00   9.73935e-01  -3.43191e-01 
  8.31976e-02   7.89446e-02   8.99893e-01  -1.12832e+00   9.72863e-01  -3.44476e-01 
  8.64369e-02   8.18536e-02   8.96247e-01  -1.12280e+00   9.71745e-01  -3.45800e-01 
  8.98022e-02   8.48635e-02   8.92478e-01  -1.11710e+00   9.70579e-01  -3.47164e-01 
  9.32986e-02   8.79771e-02   8.88582e-01  -1.11122e+00   9.69363e-01  -3.48569e-01 
  9.69311e-02   9.11976e-02   8.84557e-01  -1.10515e+00   9.68094e-01  -3.50015e-01 
  1.00705e-01   9.45280e-02   8.80398e-01  -1.09888e+00   9.66770e-01  -3.51504e-01 
  1.04626e-01   9.79715e-02   8.76102e-01  -1.09242e+00   9.65389e-01  -3.53034e-01 
  1.08700e-01   1.01531e-01   8.71665e-01  -1.08576e+00   9.63948e-01  -3.54607e-01 
  1.12932e-01   1.05211e-01   8.67085e-01  -1.07889e+00   9.62444e-01  -3.56224e-01 
  1.17329e-01   1.09013e-01   8.62357e-01  -1.07181e+00   9.60874e-01  -3.57884e-01 
