#  Mixed convection heat transfer in the boundary                   layers on an exponentially stretching surface with magnetic field   
#	   eta            f              f'           f''          theta         dtheta
  0.00000e+00   0.00000e+00   1.00000e+00  -1.31779e+00   1.00000e+00  -2.91905e+00 
  7.50000e-03   7.46308e-03   9.90173e-01  -1.30291e+00   9.78358e-01  -2.85237e+00 
  7.79201e-03   7.75216e-03   9.89792e-01  -1.30233e+00   9.77526e-01  -2.84981e+00 
  8.09538e-03   8.05238e-03   9.89397e-01  -1.30173e+00   9.76661e-01  -2.84715e+00 
  8.41057e-03   8.36416e-03   9.88987e-01  -1.30111e+00   9.75765e-01  -2.84439e+00 
  8.73803e-03   8.68794e-03   9.88561e-01  -1.30047e+00   9.74834e-01  -2.84152e+00 
  9.07824e-03   9.02419e-03   9.88119e-01  -1.29980e+00   9.73867e-01  -2.83855e+00 
  9.43170e-03   9.37336e-03   9.87659e-01  -1.29911e+00   9.72865e-01  -2.83546e+00 
  9.79891e-03   9.73596e-03   9.87182e-01  -1.29839e+00   9.71824e-01  -2.83226e+00 
  1.01804e-02   1.01125e-02   9.86687e-01  -1.29764e+00   9.70744e-01  -2.82893e+00 
  1.05768e-02   1.05035e-02   9.86173e-01  -1.29686e+00   9.69623e-01  -2.82548e+00 
  1.09886e-02   1.09095e-02   9.85639e-01  -1.29605e+00   9.68461e-01  -2.82191e+00 
  1.14164e-02   1.13310e-02   9.85085e-01  -1.29522e+00   9.67254e-01  -2.81819e+00 
  1.18609e-02   1.17688e-02   9.84509e-01  -1.29435e+00   9.66002e-01  -2.81434e+00 
  1.23227e-02   1.22233e-02   9.83912e-01  -1.29345e+00   9.64704e-01  -2.81035e+00 
  1.28025e-02   1.26952e-02   9.83291e-01  -1.29251e+00   9.63356e-01  -2.80620e+00 
  1.33009e-02   1.31852e-02   9.82647e-01  -1.29154e+00   9.61959e-01  -2.80190e+00 
  1.38188e-02   1.36939e-02   9.81979e-01  -1.29053e+00   9.60509e-01  -2.79744e+00 
  1.43568e-02   1.42220e-02   9.81285e-01  -1.28948e+00   9.59005e-01  -2.79282e+00 
  1.49158e-02   1.47703e-02   9.80564e-01  -1.28840e+00   9.57445e-01  -2.78802e+00 
  1.54965e-02   1.53395e-02   9.79816e-01  -1.28727e+00   9.55827e-01  -2.78305e+00 
  1.60999e-02   1.59305e-02   9.79040e-01  -1.28610e+00   9.54150e-01  -2.77789e+00 
  1.67267e-02   1.65439e-02   9.78234e-01  -1.28489e+00   9.52410e-01  -2.77254e+00 
  1.73780e-02   1.71807e-02   9.77398e-01  -1.28363e+00   9.50606e-01  -2.76700e+00 
  1.80546e-02   1.78417e-02   9.76530e-01  -1.28232e+00   9.48736e-01  -2.76125e+00 
  1.87575e-02   1.85279e-02   9.75629e-01  -1.28097e+00   9.46797e-01  -2.75529e+00 
  1.94878e-02   1.92400e-02   9.74694e-01  -1.27956e+00   9.44787e-01  -2.74912e+00 
  2.02466e-02   1.99792e-02   9.73724e-01  -1.27810e+00   9.42704e-01  -2.74271e+00 
  2.10349e-02   2.07464e-02   9.72717e-01  -1.27659e+00   9.40544e-01  -2.73608e+00 
  2.18538e-02   2.15426e-02   9.71672e-01  -1.27502e+00   9.38307e-01  -2.72921e+00 
  2.27047e-02   2.23689e-02   9.70588e-01  -1.27339e+00   9.35987e-01  -2.72209e+00 
  2.35887e-02   2.32264e-02   9.69463e-01  -1.27170e+00   9.33584e-01  -2.71471e+00 
  2.45071e-02   2.41162e-02   9.68296e-01  -1.26995e+00   9.31095e-01  -2.70706e+00 
  2.54613e-02   2.50396e-02   9.67085e-01  -1.26813e+00   9.28515e-01  -2.69915e+00 
  2.64526e-02   2.59976e-02   9.65829e-01  -1.26624e+00   9.25844e-01  -2.69095e+00 
  2.74825e-02   2.69917e-02   9.64526e-01  -1.26429e+00   9.23077e-01  -2.68246e+00 
  2.85525e-02   2.80230e-02   9.63174e-01  -1.26227e+00   9.20211e-01  -2.67367e+00 
  2.96642e-02   2.90930e-02   9.61772e-01  -1.26017e+00   9.17244e-01  -2.66456e+00 
  3.08191e-02   3.02029e-02   9.60318e-01  -1.25799e+00   9.14172e-01  -2.65514e+00 
  3.20191e-02   3.13543e-02   9.58809e-01  -1.25573e+00   9.10992e-01  -2.64539e+00 
  3.32657e-02   3.25486e-02   9.57245e-01  -1.25340e+00   9.07700e-01  -2.63530e+00 
  3.45609e-02   3.37874e-02   9.55624e-01  -1.25097e+00   9.04294e-01  -2.62486e+00 
  3.59065e-02   3.50722e-02   9.53942e-01  -1.24846e+00   9.00769e-01  -2.61406e+00 
  3.73045e-02   3.64045e-02   9.52198e-01  -1.24586e+00   8.97122e-01  -2.60289e+00 
  3.87569e-02   3.77862e-02   9.50391e-01  -1.24316e+00   8.93350e-01  -2.59134e+00 
  4.02659e-02   3.92189e-02   9.48517e-01  -1.24037e+00   8.89449e-01  -2.57940e+00 
  4.18336e-02   4.07044e-02   9.46575e-01  -1.23748e+00   8.85415e-01  -2.56705e+00 
  4.34624e-02   4.22445e-02   9.44562e-01  -1.23448e+00   8.81244e-01  -2.55429e+00 
  4.51545e-02   4.38411e-02   9.42475e-01  -1.23138e+00   8.76933e-01  -2.54110e+00 
  4.69126e-02   4.54961e-02   9.40313e-01  -1.22817e+00   8.72478e-01  -2.52747e+00 
